sub_category_id,sub_category,node_id,node_name,evidence_statement,adjust_sub_category_id,adjust_sub_category
"OD05","Human Capacity, Roles & Participation","c209M01N26","completion of basic medical and clinical courses","Eligibility required completion of basic medical and certain clinical courses that supported comprehension of the models.","OD05","Human Capacity, Roles & Participation"
"OD05","Human Capacity, Roles & Participation","c209M02N43","Completion of clinical courses","Inclusion criteria were... completion of... clinical courses (such as Internal Medicine and Surgery)","OD05","Human Capacity, Roles & Participation"
"OD01","Governance, Standards & Formal Control","c209M02N44","Ethics Committee approval","The study was approved by the Ethics Committee of Hebei University Affiliated Hospital (HDFYLL-KY-2024-134)","OD01","Governance, Standards & Formal Control"
"OD01","Governance, Standards & Formal Control","c209M02N45","Written informed consent","All participants provided written informed consent and voluntarily participated in the study","OD01","Governance, Standards & Formal Control"
"OD03","Financial, Technical & Information Resources","c209M02N46","Research funding support","This study was supported by the Key Research Fund Project of the Hebei University Affiliated Hospital (2017z001)","OD03","Financial, Technical & Information Resources"
"OD04","Time, Workload & Operational Scheduling","c210M01N23","Nurses’ work schedules","The researchers obtained detailed work-schedule information to ensure that messages were read promptly.","OD04","Time, Workload & Operational Scheduling"
"OD04","Time, Workload & Operational Scheduling","c210M01N24","Clinical workflow patterns","Twice-daily short-message delivery was aligned with nurses’ workflow patterns.","OD04","Time, Workload & Operational Scheduling"
"OD05","Human Capacity, Roles & Participation","c210M02N31","Nursing department recruitment announcements","Participants are recruited by means of announcements made by the nursing department of the hospital","OD05","Human Capacity, Roles & Participation"
"OD05","Human Capacity, Roles & Participation","c210M02N32","Department morning meeting recruitment briefings","Announcements made at the morning meetings of the department","OD05","Human Capacity, Roles & Participation"
"OD05","Human Capacity, Roles & Participation","c210M02N33","Mandatory valid nursing license","Possession of a valid nursing licence","OD05","Human Capacity, Roles & Participation"
"OD05","Human Capacity, Roles & Participation","c210M02N34","Mandatory PIVC placement clinical qualification","Current clinical nursing role with PIVC placement qualifications","OD05","Human Capacity, Roles & Participation"
"OD05","Human Capacity, Roles & Participation","c210M02N35","Competency assessment requirement (≥50 procedures)","Independently performed ≥50 PIVC procedures in the past year with successful completion of a competency-based assessment","OD05","Human Capacity, Roles & Participation"
"OD01","Governance, Standards & Formal Control","c211M01N17","strict healthcare credential verification","DXY requires healthcare credential verification for posting and commenting.","OD01","Governance, Standards & Formal Control"
"OD06","Culture, Trust & Relational Climate","c211M01N18","emotional support","Encouragement, recognition, empathy, and care from peers influence physicians' participation and knowledge contribution.","OD06","Culture, Trust & Relational Climate"
"OD06","Culture, Trust & Relational Climate","c211M02N15","Perceived community emotional support resource","Perceived community emotional support significantly moderates the relationship between stressor types and knowledge-sharing behaviors","OD06","Culture, Trust & Relational Climate"
"OD05","Human Capacity, Roles & Participation","c212M01N24","Experienced instructors","The five instructors had doctoral degrees and at least ten years of professional experience and were responsible for program design, training, and evaluation.","OD05","Human Capacity, Roles & Participation"
"OD03","Financial, Technical & Information Resources","c212M01N25","Technology and learning-platform access","The intervention required AI applications, a HoloLens headset, a remote learning platform, and video-conference proctoring; the discussion also identifies additional resource and access requirements.","OD03","Financial, Technical & Information Resources"
"OD05","Human Capacity, Roles & Participation","c212M02N26","Faculty expertise","The instructors held doctoral degrees and had at least 10 years of professional experience. Instructors were responsible for designing research program, conducting training, and evaluating participants.","OD05","Human Capacity, Roles & Participation"
"OD08","Organizational Structure & Process Design","c212M02N27","Structured curriculum","The training lasted one semester and focused on developing moral behavior in future nurses within framework of course 'Ethics and Deontology.' Classes were three times a week for 2 hours each session.","OD08","Organizational Structure & Process Design"
"OD09","Ambiguous Organizational Dependency(*)","c212M02N28","Institutional support","The study was conducted within several leading medical institutions across three regions. Tests were validated and verified for reliability through internal reviews at participating universities.","OD09","Ambiguous Organizational Dependency(*)"
"OD03","Financial, Technical & Information Resources","c213M01N36","healthcare-institution computational infrastructure and federated-learning capability","The framework assumes adequate computational infrastructure and technical capability across participating healthcare institutions.","OD03","Financial, Technical & Information Resources"
"OD01","Governance, Standards & Formal Control","c213M01N37","healthcare-node ethical transparency","The model relies on ethical transparency at the participating-node level.","OD01","Governance, Standards & Formal Control"
"OD03","Financial, Technical & Information Resources","c214M01N35","carefully curated and structured documents","Domain-specific knowledge representation requires carefully curated and structured documents.","OD03","Financial, Technical & Information Resources"
"OD01","Governance, Standards & Formal Control","c214M02N38","Expert-validated nuclear safety training content","To ensure reliability and compliance with professional standards, the compiled content was reviewed and validated by human factor engineering experts","OD01","Governance, Standards & Formal Control"
"OD04","Time, Workload & Operational Scheduling","c214M02N39","Dedicated training hours for AIVR sessions","It was administered a total of five times throughout the experiment: a foundational knowledge assessment, an immediate training learning assessment, adaptive re-training assessments, and a retention assessment one week after training","OD04","Time, Workload & Operational Scheduling"
"OD08","Organizational Structure & Process Design","c214M02N40","Continuous knowledge base update","The system's flexibility is maintained as domain-specific documents that can be dynamically updated, hence supporting various safety training contexts","OD08","Organizational Structure & Process Design"
"OD03","Financial, Technical & Information Resources","c215M02N27","Availability of large-scale labeled BP training sets","Given the training dataset {X,Y} | X∈R^(N×M), Y∈R^(N×C)","OD03","Financial, Technical & Information Resources"
"OD03","Financial, Technical & Information Resources","c215M02N28","Reference SBP/DBP ground truth values","a pair of SBP and DBP auscultation readings were measured at the beginning and end of each recording","OD03","Financial, Technical & Information Resources"
"OD01","Governance, Standards & Formal Control","c215M02N29","Physiologically validated feature selection framework","we follow the previous feature selection framework to ensure feature effectiveness","OD01","Governance, Standards & Formal Control"
"OD05","Human Capacity, Roles & Participation","c216M01N44","person trained to operate the ReviveXR headset","Any person trained in VR headset operation can administer the current training.","OD05","Human Capacity, Roles & Participation"
"OD03","Financial, Technical & Information Resources","c216M01N45","ReviveXR application downloaded to the headset","Wi-Fi is unnecessary after the program is downloaded to the device.","OD03","Financial, Technical & Information Resources"
"OD03","Financial, Technical & Information Resources","c216M01N46","multiple ReviveXR headsets for simultaneous participant training","Multiple devices are needed to train more than one participant at a time.","OD03","Financial, Technical & Information Resources"
"OD03","Financial, Technical & Information Resources","c216M02N41","Illinois Innovation Network research funding","This material is based upon work supported by the Illinois Innovation Network of the University of Illinois System under Award ID 114098.","OD03","Financial, Technical & Information Resources"
"OD06","Culture, Trust & Relational Climate","c217M01N14","supportive culture","The model and findings show that supportive culture significantly promotes knowledge-sharing behavior.","OD06","Culture, Trust & Relational Climate"
"OD06","Culture, Trust & Relational Climate","c217M01N15","trust culture","The findings show that trust culture significantly promotes knowledge-sharing behavior.","OD06","Culture, Trust & Relational Climate"
"OD06","Culture, Trust & Relational Climate","c217M01N16","cooperative culture","Cooperative culture was measured through mutual help with teaching resources and cross-departmental collaboration and knowledge sharing.","OD06","Culture, Trust & Relational Climate"
"OD03","Financial, Technical & Information Resources","c217M01N17","technical support","The technological-environment measure included the degree of technical support and whether school support promoted teaching practice.","OD03","Financial, Technical & Information Resources"
"OD06","Culture, Trust & Relational Climate","c217M02N20","Nursing Education Organizational Culture","Organizational culture and technological environment on knowledge-sharing behavior among nursing educators - central to the study.","OD06","Culture, Trust & Relational Climate"
"OD06","Culture, Trust & Relational Climate","c217M02N21","Supportive Culture in Nursing Education","""Does the team encourage sharing experiences?"" and ""Does the organization have a positive incentive mechanism for knowledge sharing?"" - items measuring supportive culture.","OD06","Culture, Trust & Relational Climate"
"OD06","Culture, Trust & Relational Climate","c217M02N22","Trust Culture in Nursing Education","""Do I trust my colleagues in sharing knowledge?"" and ""Are there obstacles to information sharing among team members?"" - items measuring trust culture.","OD06","Culture, Trust & Relational Climate"
"OD06","Culture, Trust & Relational Climate","c217M02N23","Cooperative Culture in Nursing Education","""Can team members help each other with teaching resources?"" and ""Does the culture of our organization promote cross-departmental collaboration and knowledge sharing?"" - items measuring cooperative culture.","OD06","Culture, Trust & Relational Climate"
"OD03","Financial, Technical & Information Resources","c217M02N24","Technical Support for Nursing Education","""The technical support provided by the school promotes my teaching practice"" - questionnaire item.","OD03","Financial, Technical & Information Resources"
"OD05","Human Capacity, Roles & Participation","c218M02N47","Multidisciplinary team representation","Teams were selected through an open application process, considering factors such as the size of their institution's neuro-oncology program and multidisciplinary representation","OD05","Human Capacity, Roles & Participation"
"OD08","Organizational Structure & Process Design","c218M02N49","NOTS training program design","many online courses face challenges related to...course design limitations","OD08","Organizational Structure & Process Design"
"OD08","Organizational Structure & Process Design","c218M02N50","Peer and expert feedback mechanism","The findings suggest that blended learning models, interactive content, and incorporating peer and expert feedback can enhance knowledge retention","OD08","Organizational Structure & Process Design"
"OD05","Human Capacity, Roles & Participation","c219M02N36","Expert verification by internal medicine nursing educators","The extracted knowledge was manually verified by two domain experts... for relevance and accuracy against the curriculum syllabus, with discrepancies resolved through discussion","OD05","Human Capacity, Roles & Participation"
"OD08","Organizational Structure & Process Design","c219M02N37","Curriculum syllabus alignment","Key concepts and their relationships were extracted and then verified by nursing educators for curriculum relevance, ensuring the content is accurate and essential for students","OD08","Organizational Structure & Process Design"
"OD08","Organizational Structure & Process Design","c219M02N38","Constructivism learning theory","The platform was constructed using an 'eight-step' methodology, grounded in constructivism theory","OD08","Organizational Structure & Process Design"
"OD08","Organizational Structure & Process Design","c219M02N39","ADDIE instructional design model","The platform was constructed using an 'eight-step' methodology, grounded in constructivism theory, and the analysis, design, development, implementation, and evaluation (ADDIE) instructional design model","OD08","Organizational Structure & Process Design"
"OD08","Organizational Structure & Process Design","c219M02N40","KG-DTPNursing user manual development","A user manual was developed to familiarize nursing students with platform operations","OD08","Organizational Structure & Process Design"
"OD01","Governance, Standards & Formal Control","c219M02N41","Iterative testing protocol (alpha version)","Its development followed an iterative testing protocol: an alpha version was evaluated by information technology specialists to address technical issues, with each module undergoing 10-20 test cycles to ensure functional reliability","OD01","Governance, Standards & Formal Control"
"OD05","Human Capacity, Roles & Participation","c219M02N42","Alpha version testing by IT specialists","Its development followed an iterative testing protocol: an alpha version was evaluated by information technology specialists to address technical issues","OD05","Human Capacity, Roles & Participation"
"OD05","Human Capacity, Roles & Participation","c221M02N34","Multi-stakeholder collaborative contributor network","WedaGPT creates a collaborative ecosystem connecting doctors, medicine providers, therapists, patients, and technology experts","OD05","Human Capacity, Roles & Participation"
"OD07","Incentives & Performance Alignment","c221M02N35","NFT sale revenue distribution mechanism","Revenue from these sales is distributed among platform contributors, promoting equitable ownership and recognition","OD07","Incentives & Performance Alignment"
"OD05","Human Capacity, Roles & Participation","c222M01N40","availability of osteosarcoma domain experts for annotation review","Domain experts participated in reviewing the annotation process and formulating a unified specification.","OD05","Human Capacity, Roles & Participation"
"OD08","Organizational Structure & Process Design","c224M01N20","alignment with nurses’ professional roles and needs","The MOOC was based on needs expressed by professionals, and alignment with their professional roles likely contributed to enrollment and completion.","OD08","Organizational Structure & Process Design"
"OD01","Governance, Standards & Formal Control","c225M02N28","MKN Directive No. 20 policy framework for disaster management training","""MKN Directive No. 20 (Majlis Keselamatan Negara, or National Security Council in English)""","OD01","Governance, Standards & Formal Control"
"OD03","Financial, Technical & Information Resources","c225M02N30","On-site technical assistance and troubleshooting support for AR devices","""I need technical support to use this AR application""","OD03","Financial, Technical & Information Resources"
"OD08","Organizational Structure & Process Design","c225M02N31","Android operating system compatibility requirement for AR application installation","""AR application has been tested on mobile phones and tablets that use Android software""","OD08","Organizational Structure & Process Design"
"OD02","Strategic Leadership & Sponsorship","c227M02N30","Management commitment to Registry use","Among the internal management, the view was that the old system had greater issues of quality, but the current system displayed the correct wait times and, hence, was successful.","OD02","Strategic Leadership & Sponsorship"
"OD05","Human Capacity, Roles & Participation","c227M02N31","Staff training on Registry interpretation","A care manager referred to how clinic administrators needed to be educated to act in a meaningful manner.","OD05","Human Capacity, Roles & Participation"
"OD04","Time, Workload & Operational Scheduling","c227M02N32","Time allocation for data analysis","Compliance officers claimed they lacked ability and time to judge acceptable levels of attainment for the wait time guarantee.","OD04","Time, Workload & Operational Scheduling"
"OD06","Culture, Trust & Relational Climate","c227M02N33","Organizational culture of data engagement","We in fact noted a patterned disinterest in it. The target users further provided a set of justifications for not using the DT or reacting to the information it provided.","OD06","Culture, Trust & Relational Climate"
