sub_category_id,sub_category,node_id,node_name,evidence_statement,adjust_sub_category_id,adjust_sub_category
"TP10","Database-supported Project Knowledge Archiving","c001M01N20","Sequential digital recording of craftsmanship process","Wooden-construction and rammed-earth craftsmanship processes are recorded in sequence.","TP10","Database-supported Project Knowledge Archiving"
"TP09","Semantic Knowledge Structuring and Retrieval","c001M01N21","Interactive knowledge graph","An interactive knowledge graph is constructed to digitize the recording of craftsmanship process.","TP09","Semantic Knowledge Structuring and Retrieval"
"TP02","Spatial Knowledge Capture and Geospatial Reconstruction","c001M01N22","Graded-protection modeling workflow","Peng's Dwelling uses differentiated LOD precision and collaborative UAV and ground laser scanning to produce a high-precision 3D model.","TP02","Spatial Knowledge Capture and Geospatial Reconstruction"
"TP03","Situated Experiential Learning through Extended Reality","c001M01N23","Living Inheritance Mode","Historical archives and AR scene overlays reconstruct living scenes at Peng's Dwelling.","TP03","Situated Experiential Learning through Extended Reality"
"TP03","Situated Experiential Learning through Extended Reality","c001M01N24","Peng's Dwelling Digital Twin Platform","The platform restores historical scenes interactively across smartphones, AR glasses, and VR headsets.","TP03","Situated Experiential Learning through Extended Reality"
"TP04","Interactive Consequence Learning and Digital Feedback","c001M01N25","Dynamic narrative system","The implemented dynamic narrative system increased visitors' historical cognition by 53%.","TP04","Interactive Consequence Learning and Digital Feedback"
"TP11","Collaborative Knowledge Co-creation through Digital Platforms","c001M01N26","Red Journey co-creation module","A Red Journey co-creation module is constructed in a virtual village where users upload wartime-themed materials.","TP11","Collaborative Knowledge Co-creation through Digital Platforms"
"TP02","Spatial Knowledge Capture and Geospatial Reconstruction","c001M01N51","Drone oblique photogrammetry modeling","Aerial multi-angle images are stitched by ContextCapture to generate a textured 3D model.","TP02","Spatial Knowledge Capture and Geospatial Reconstruction"
"TP02","Spatial Knowledge Capture and Geospatial Reconstruction","c001M01N52","GIS-based spatial mapping","GIS aggregates scattered 3D models into spatial distribution maps.","TP02","Spatial Knowledge Capture and Geospatial Reconstruction"
"TP03","Situated Experiential Learning through Extended Reality","c001M01N55","AR guides","Visitors using AR guides wait an average of 2.7 seconds before experiencing the service.","TP03","Situated Experiential Learning through Extended Reality"
"TP04","Interactive Consequence Learning and Digital Feedback","c001M01N56","Multisensory heritage experience","The paper evaluates haptic and other sensory presentation and notes that visitors cannot feel shockwaves or smell scorched earth where devices are absent.","TP04","Interactive Consequence Learning and Digital Feedback"
"TP12","Multimedia and Blended Knowledge Internalization","c001M01N57","Living Craft Display","For Peng's Traditional Dwelling, Table 5 lists Lightweight Modeling plus Living Craft Display and reports ICH skills inheritance coverage of 60%.","TP12","Multimedia and Blended Knowledge Internalization"
"TP04","Interactive Consequence Learning and Digital Feedback","c001M02N16","Bombing scene dynamic narrative temporal-spatial subsystem","A dynamic narrative system... reconstructs historical scene such as bombing scene with temporal-space information under the standard of Digital Protection of Intangible Cultural Heritage (2023) [3]","TP04","Interactive Consequence Learning and Digital Feedback"
"TP03","Situated Experiential Learning through Extended Reality","c001M02N17","AR-guided QR code animation tour system","QR code animation triggered by Unity3D engine and AR guided tour","TP03","Situated Experiential Learning through Extended Reality"
"TP03","Situated Experiential Learning through Extended Reality","c002M01N33","AR-based safety training","AR-based safety training used HoloLens 2 and interactive visualizations and was most effective for most sub-criteria.","TP03","Situated Experiential Learning through Extended Reality"
"TP03","Situated Experiential Learning through Extended Reality","c002M01N34","VR-based safety training","VR-based safety training used a Samsung Odyssey headset and virtual-space interaction.","TP03","Situated Experiential Learning through Extended Reality"
"TP13","Criteria-based Performance Evaluation and Ranking","c002M01N35","online questionnaire and IT2F–AHP analysis","Participant inputs were collected through an online questionnaire and analyzed using IT2F–AHP to evaluate knowledge retention.","TP13","Criteria-based Performance Evaluation and Ranking"
"TP03","Situated Experiential Learning through Extended Reality","c002M02N24","Immersive VR headset safety simulation","Samsung Odyssey VR headset was used for VR training","TP03","Situated Experiential Learning through Extended Reality"
"TP03","Situated Experiential Learning through Extended Reality","c002M02N25","Interactive AR headset safety overlay training","Microsoft Hololens 2 was used for AR training","TP03","Situated Experiential Learning through Extended Reality"
"TP03","Situated Experiential Learning through Extended Reality","c002M02N26","Unity3D XR safety training platform","The safety team prepared an immersive environment for demonstration of concepts using Unity3D to simulate the safety risks","TP03","Situated Experiential Learning through Extended Reality"
"TP01","Model-based Knowledge Representation and Simulation","c002M02N27","BIM-driven 3D visualization system","Building information models (BIM) and other 3D visualizations have gained traction with the broader acceptance of the Building 4.0 platform","TP01","Model-based Knowledge Representation and Simulation"
"TP13","Criteria-based Performance Evaluation and Ranking","c002M02N43","IT2F-AHP knowledge retention analysis","An IT2F-AHP was used for the interpretation of participant feedback on the ARCS questionnaire","TP13","Criteria-based Performance Evaluation and Ranking"
"TP01","Model-based Knowledge Representation and Simulation","c003M01N09","Immersive virtual model","The selected apartment living room was recreated as an immersive virtual model.","TP01","Model-based Knowledge Representation and Simulation"
"TP04","Interactive Consequence Learning and Digital Feedback","c003M01N10","Graphical indicators","Graphical indicators represented energy costs, indoor temperature, and system states and were modified automatically according to user choices.","TP04","Interactive Consequence Learning and Digital Feedback"
"TP04","Interactive Consequence Learning and Digital Feedback","c003M01N11","Developed immersive training tool","The work developed the virtual model, simulation feedback, and assessment instruments for an immersive training activity.","TP04","Interactive Consequence Learning and Digital Feedback"
"TP03","Situated Experiential Learning through Extended Reality","c003M02N10","Immersive training activity in a CAVE","...a research activity with the goal of creating a training tool that will be utilized in a CAVE to optimize summer energy use in residential buildings was performed.","TP03","Situated Experiential Learning through Extended Reality"
"TP13","Criteria-based Performance Evaluation and Ranking","c003M02N11","Pre-experimental survey","A pre- experimental survey with sixty- six questions to be completed before the beginning of training session was developed...","TP13","Criteria-based Performance Evaluation and Ranking"
"TP01","Model-based Knowledge Representation and Simulation","c003M02N13","Energy simulation process","Those 12 scenarios were simulated in the EnergyPlus software to determine electrical consumption...","TP01","Model-based Knowledge Representation and Simulation"
"TP03","Situated Experiential Learning through Extended Reality","c004M01N16","immersive VR training system","The study designed, developed, deployed, and tested an immersive VR application for excavation safety and hazard identification.","TP03","Situated Experiential Learning through Extended Reality"
"TP03","Situated Experiential Learning through Extended Reality","c004M01N17","office-scenario VR tutorials","The office scenario provided tutorials for learning and practising interaction and navigation with Oculus Quest controllers.","TP03","Situated Experiential Learning through Extended Reality"
"TP04","Interactive Consequence Learning and Digital Feedback","c004M01N18","Site A questioning-based VR training","At Site A, participants answered questions about critical hazards and received immediate textual feedback, photos, and videos.","TP04","Interactive Consequence Learning and Digital Feedback"
"TP13","Criteria-based Performance Evaluation and Ranking","c004M01N19","Site A pre-training practical assessment","Before training, participants identified, evaluated, and responded orally to seven hazards in Site A.","TP13","Criteria-based Performance Evaluation and Ranking"
"TP13","Criteria-based Performance Evaluation and Ranking","c004M01N21","Google Forms safety knowledge test","A ten-question knowledge test was administered through Google Forms before, immediately after, and four weeks after training.","TP13","Criteria-based Performance Evaluation and Ranking"
"TP03","Situated Experiential Learning through Extended Reality","c004M02N17","Immersive VR Excavation Safety Simulator","The training solution presented in this work was an immersive VR application deployed on Oculus Quest","TP03","Situated Experiential Learning through Extended Reality"
"TP03","Situated Experiential Learning through Extended Reality","c004M02N18","VR Introductory Interaction Tutorial","The office scenario offered tutorials for participants to learn and practice interaction and navigation","TP03","Situated Experiential Learning through Extended Reality"
"TP03","Situated Experiential Learning through Extended Reality","c004M02N19","VR Site A Instructional Training Scenario","The Site A scenario offered a site to assess pre-training practical performance and deliver actual training content","TP03","Situated Experiential Learning through Extended Reality"
"TP13","Criteria-based Performance Evaluation and Ranking","c004M02N20","VR Site A Baseline Practical Assessment","Site A offered an excavation site where participants were exposed to seven types of hazards. Participants were instructed to...identify, evaluate and respond","TP13","Criteria-based Performance Evaluation and Ranking"
"TP13","Criteria-based Performance Evaluation and Ranking","c004M02N21","VR Site B Post-Training Practical Assessment","The Site B scenario was a different excavation site that included similar hazards found in Site A, which allowed for assessing post-training practical performance","TP13","Criteria-based Performance Evaluation and Ranking"
"TP03","Situated Experiential Learning through Extended Reality","c005M01N21","integrated AR and VR-based bridge construction safety training program","The study designed and tested a safety training program integrating AR and VR for bridge-construction hazards.","TP03","Situated Experiential Learning through Extended Reality"
"TP03","Situated Experiential Learning through Extended Reality","c005M01N22","AR model","The camera-based AR model displayed hazard scenes on trainees’ smartphones after they scanned targets on the hazard sheet.","TP03","Situated Experiential Learning through Extended Reality"
"TP03","Situated Experiential Learning through Extended Reality","c005M01N23","VR model","The VR model replicated bridge-construction activities and allowed trainees to navigate, inspect, recognize, and assess hazards.","TP03","Situated Experiential Learning through Extended Reality"
"TP03","Situated Experiential Learning through Extended Reality","c005M02N25","AR-based hazard training model","The AR model was developed using Unity Game Engine (2019.4.17f1), Blinder, and Unity's animation assets and to be operated on the Android Operating System. The produced augmented reality (AR) model is a camera-based model that could be accessed using the trainees' smartphones.","TP03","Situated Experiential Learning through Extended Reality"
"TP03","Situated Experiential Learning through Extended Reality","c005M02N26","VR-based immersive safety training model","The VR model replicated bridge construction activities including excavation, concrete pouring, pier cap installation, and rigging and lifting activities. This model was created with Oculus Quest in mind and was built using the Unity game engine to create the virtual environment and imitate the site layout.","TP03","Situated Experiential Learning through Extended Reality"
"TP13","Criteria-based Performance Evaluation and Ranking","c005M02N28","Pre-training hazard identification assessment","The test was divided into two sections: a pre-training assessment of trainees' knowledge and a post-training assessment of trainees' increment in knowledge. The same test was administered to all the trainees before and after the training.","TP13","Criteria-based Performance Evaluation and Ranking"
"TP06","Worker Activity and State Capture through Wearable Sensors and Cameras","c006M01N15","workload measurement using wearable sensors","The third initiative and Section 4 describe workload measurement using wearable sensors.","TP06","Worker Activity and State Capture through Wearable Sensors and Cameras"
"TP06","Worker Activity and State Capture through Wearable Sensors and Cameras","c006M01N16","posture measurement using a lumbar load measuring device","A lumbar load measuring device with multiple IMU sensors was used to measure posture and workload.","TP06","Worker Activity and State Capture through Wearable Sensors and Cameras"
"TP06","Worker Activity and State Capture through Wearable Sensors and Cameras","c006M01N17","video recording of work status using a wearable camera","Researchers recorded work status and the work situation on video using a wearable camera.","TP06","Worker Activity and State Capture through Wearable Sensors and Cameras"
"TP13","Criteria-based Performance Evaluation and Ranking","c006M01N18","dedicated web application","A dedicated web application was developed to streamline questionnaires and tabulate and analyse the data.","TP13","Criteria-based Performance Evaluation and Ranking"
"TP14","Ambiguous Technology-enable Practice","c006M02N24","Smartsuit fitting sessions","We began by holding multiple passive assistive suit fitting events to help many people understand the benefits of assistive suits. We visited actual work sites, allowed workers to experience the assistive suits, and lent them to those who showed interest.","TP14","Ambiguous Technology-enable Practice"
"TP13","Criteria-based Performance Evaluation and Ranking","c006M02N25","Physical performance web application","A dedicated web application (Fig.6) has been developed separately for the purpose of streamlining questionnaires and is used to tabulate and analyse the data.","TP13","Criteria-based Performance Evaluation and Ranking"
"TP06","Worker Activity and State Capture through Wearable Sensors and Cameras","c006M02N26","Video recording of work posture","To collect workload data and determine the presence or absence of manual loads, we were present at each worker's worksite and recorded video footage of the work situation using a wearable camera (Fig. 4).","TP06","Worker Activity and State Capture through Wearable Sensors and Cameras"
"TP06","Worker Activity and State Capture through Wearable Sensors and Cameras","c006M02N27","Workload measurement system","Based on these processes, the workload is estimated by combining the posture information obtained from the wearable sensor and the hand weight obtained from the captured video.","TP06","Worker Activity and State Capture through Wearable Sensors and Cameras"
"TP10","Database-supported Project Knowledge Archiving","c007M01N35","Storing knowledge using the data warehousing technology","Storing knowledge using data warehousing technology was evaluated as KS1.","TP10","Database-supported Project Knowledge Archiving"
"TP10","Database-supported Project Knowledge Archiving","c007M01N36","Storing lesson learned into the database","Storing lesson learned into the database was evaluated as KS6.","TP10","Database-supported Project Knowledge Archiving"
