sub_category_id,sub_category,node_id,node_name,evidence_statement,adjust_sub_category_id,adjust_sub_category
"KL07","Public and Heritage-Experience Learners","c001M01N14","Visitors","Visitors' historical cognition and understanding increased after digital narrative and immersive experiences.","KL07","Public and Heritage-Experience Learners"
"KL07","Public and Heritage-Experience Learners","c001M01N15","Users","Users upload wartime-themed photography and drawings in the Red Journey co-creation module and engage with its interactive archive.","KL07","Public and Heritage-Experience Learners"
"KL07","Public and Heritage-Experience Learners","c001M02N12","VR/AR-equipped cultural heritage tourists","The historical cognition of visitors increased by 53% after the QR code animation triggered by Unity3D engine","KL07","Public and Heritage-Experience Learners"
"KL08","Indigenous and Local-Community Learners","c001M02N13","Bayu rural indigenous community inhabitants","The return rate of indigenous people is generally below 30% and intangible cultural heritage skills are at risk of interruption","KL08","Indigenous and Local-Community Learners"
"KL01","Formal Higher-Education Learners","c002M01N30","trainees enrolled in construction safety and risk management at Monash University","Sixty trainees enrolled in construction safety and risk management participated in the training.","KL01","Formal Higher-Education Learners"
"KL01","Formal Higher-Education Learners","c002M02N18","Monash University engineering student trainees","A cohort of 60 trainees enrolled in construction safety and risk management at Monash University were employed for the construction safety training","KL01","Formal Higher-Education Learners"
"KL02","Structured Occupational Trainees","c002M02N19","Occupational safety trainees","The training aimed to educate the trainees on the different fall risks in housing construction","KL02","Structured Occupational Trainees"
"KL02","Structured Occupational Trainees","c004M01N13","university students","The pilot and comparative studies included university students as participants.","KL02","Structured Occupational Trainees"
"KL04","Experienced Practitioner Upskilling Learners","c004M01N14","construction professionals","The pilot and comparative studies included professionals from the construction sector as participants.","KL04","Experienced Practitioner Upskilling Learners"
"KL02","Structured Occupational Trainees","c004M02N10","Training Program Participants (Trainees)","A total of 40 participants...participated in the pilot study","KL02","Structured Occupational Trainees"
"KL05","Frontline Safety Knowledge Recipients","c004M02N11","On-ground Construction Workers (Target Population)","It would be interesting to repeat the study with construction workers on the ground","KL05","Frontline Safety Knowledge Recipients"
"KL02","Structured Occupational Trainees","c004M02N12","University Student Trainees","The participants consisted of 28 university students and 12 professionals","KL02","Structured Occupational Trainees"
"KL02","Structured Occupational Trainees","c005M01N13","students","The 24 training participants included students and engineers.","KL02","Structured Occupational Trainees"
