sub_category_id,sub_category,node_id,node_name,evidence_statement,adjust_sub_category_id,adjust_sub_category
"THR17","Ambiguous Traditional Human-central Practice","c101M01N04","informal, manual communication","The existing maintenance workflow is described as relying on informal, manual communication.","THR17","Ambiguous Traditional Human-central Practice"
"THR17","Ambiguous Traditional Human-central Practice","c101M01N05","verbal reporting of a machine fault","The process begins when an operator verbally reports a machine fault to a supervisor.","THR17","Ambiguous Traditional Human-central Practice"
"THR17","Ambiguous Traditional Human-central Practice","c101M01N06","verbal explanation of the problem","The operator finds the maintenance supervisor and verbally explains the problem.","THR17","Ambiguous Traditional Human-central Practice"
"THR17","Ambiguous Traditional Human-central Practice","c101M01N07","manual inventory checks","The technician returns to the workshop to check the physical spare-parts inventory.","THR17","Ambiguous Traditional Human-central Practice"
"THR15","Manual Knowledge Documentation and Codification","c101M01N08","paper-based purchase requests","The technician fills out a paper purchase request and leaves it on the procurement manager's desk.","THR15","Manual Knowledge Documentation and Codification"
"THR15","Manual Knowledge Documentation and Codification","c101M01N09","handwritten 'Awaiting Part' sign","The technician leaves a handwritten Awaiting Part sign on the machine.","THR15","Manual Knowledge Documentation and Codification"
"THR17","Ambiguous Traditional Human-central Practice","c101M02N34","Supervisor's on-the-spot technician assignment","The supervisor grabs the nearest available technician","THR17","Ambiguous Traditional Human-central Practice"
"THR17","Ambiguous Traditional Human-central Practice","c102M02N21","Scene perception","utilized to detect various objects, such as humans, robots, and industrial parts, within the HRC workspace","THR17","Ambiguous Traditional Human-central Practice"
"THR17","Ambiguous Traditional Human-central Practice","c102M02N22","Scene graph construction","learns the relationships between these objects and establishes connections using diverse edge types","THR17","Ambiguous Traditional Human-central Practice"
"THR17","Ambiguous Traditional Human-central Practice","c102M02N23","Task interpretation","based on the object-predict-subject triples derived from the scene graph, task interpretations for different HRC scenarios are generated","THR17","Ambiguous Traditional Human-central Practice"
"THR17","Ambiguous Traditional Human-central Practice","c103M02N12","Camera-based video capture","Several studies have adopted videos captured by cameras as a modality to identify handwork.","THR17","Ambiguous Traditional Human-central Practice"
"THR11","Instructor-Led Training and Briefings","c104M01N09","instructor demonstration","Before assisted assembly, instructors demonstrated how to assemble the circuit and provided IoT information.","THR11","Instructor-Led Training and Briefings"
"THR12","Codified-Material Learning","c104M01N10","paper-based manual intervention","Paper-group participants repeatedly referred to a book manual, alternating between reading instructions and performing each assembly step.","THR12","Codified-Material Learning"
"THR17","Ambiguous Traditional Human-central Practice","c104M01N11","three-phase knowledge tests","Knowledge was assessed through a pre-test, an immediate post-test, and a delayed post-test one week later.","THR17","Ambiguous Traditional Human-central Practice"
"THR12","Codified-Material Learning","c104M02N13","Paper-based self-study","The paper group utilized a book manual as an assistance tool.","THR12","Codified-Material Learning"
"THR16","Human Expert Review and Validation","c104M02N26","Expert validation","The items were reviewed by two subject matter experts separately.","THR16","Human Expert Review and Validation"
"THR16","Human Expert Review and Validation","c104M02N27","Knowledge test administration","Participants were required to complete a knowledge test encompassing the topics IoT.","THR16","Human Expert Review and Validation"
"THR07","Mentoring","c105M01N18","Cognitive apprenticeship","Traditional workplace instruction involved a master directly teaching an apprentice the required skills.","THR07","Mentoring"
"THR12","Codified-Material Learning","c105M01N19","Paper and digital work-instruction use","Companies used paper or digital instructions and printed drawings as conventional task guidance.","THR12","Codified-Material Learning"
