sub_category_id,sub_category,node_id,node_name,evidence_statement,adjust_sub_category_id,adjust_sub_category
"THR15","Manual Knowledge Documentation and Codification","c001M01N16","Paper-based surveying","First-generation conservation used paper-based surveying with 2D planar data and unidirectional recording.","THR15","Manual Knowledge Documentation and Codification"
"THR15","Manual Knowledge Documentation and Codification","c001M01N17","Total station and film photography","Second-generation conservation used total station and film photography for elevations and partial depth data.","THR15","Manual Knowledge Documentation and Codification"
"THR17","Ambiguous Traditional Human-central Practice","c001M01N18","Traditional exhibition","The VR exhibition hall is compared with traditional exhibition.","THR17","Ambiguous Traditional Human-central Practice"
"THR12","Codified-Material Learning","c001M01N19","Static-picture presentation","Most bomb-shelter exhibitions use static pictures rather than scenically reproducing refuge noise and lighting.","THR12","Codified-Material Learning"
"THR15","Manual Knowledge Documentation and Codification","c001M02N31","Total station manual surveying baseline","Total Station Surveying cost 0.8-1.2万 CNY, error rate 2.3%, data acquisition 7-10 days","THR15","Manual Knowledge Documentation and Codification"
"THR12","Codified-Material Learning","c001M02N32","Static wartime timeline and exterior photo display","85% of digital exhibitions only passively show building exterior and wartime timeline but lack recreation of wartime life","THR12","Codified-Material Learning"
"THR07","Mentoring","c001M02N33","Master-apprentice live craft transmission cycle","The return rate of indigenous people is generally below 30% and intangible cultural heritage skills are at risk of interruption in inheritance","THR07","Mentoring"
"THR11","Instructor-Led Training and Briefings","c002M01N31","traditional safety training presentation","The conventional training used PowerPoint and overhead projection and encouraged trainees to ask questions.","THR11","Instructor-Led Training and Briefings"
"THR16","Human Expert Review and Validation","c002M01N32","three rounds of structured interviews","Three structured interview rounds gathered expert opinions and feedback to determine the final sub-criteria.","THR16","Human Expert Review and Validation"
"THR11","Instructor-Led Training and Briefings","c002M02N20","Overhead projection classroom safety briefing","Current safety training sessions are delivered using traditional classroom lectures, textbook learning, and on-site safety briefings","THR11","Instructor-Led Training and Briefings"
"THR11","Instructor-Led Training and Briefings","c002M02N21","Construction site verbal safety toolbox talks","Current safety training sessions are delivered using traditional classroom lectures, textbook learning, and on-site safety briefings","THR11","Instructor-Led Training and Briefings"
"THR12","Codified-Material Learning","c002M02N22","Self-study safety textbooks and manuals","Current safety training sessions are delivered using traditional classroom lectures, textbook learning, and on-site safety briefings","THR12","Codified-Material Learning"
"THR14","Collaborative Group Learning","c002M02N23","Peer-to-peer safety discussion groups","A study demonstrated improvements in safety performance with increased safety discussions and the distribution of safety training materials to construction workers","THR14","Collaborative Group Learning"
"THR17","Ambiguous Traditional Human-central Practice","c003M02N09","Training with apps, mobile phones, tablets and PCs","Currently, the most used tools for training are apps, mobile phones, tablets and PCs.","THR17","Ambiguous Traditional Human-central Practice"
"THR12","Codified-Material Learning","c004M01N15","excavation health and safety manual self-study","Control participants received induction based on a manual and studied it until they felt they understood and remembered its items.","THR12","Codified-Material Learning"
"THR17","Ambiguous Traditional Human-central Practice","c004M01N35","self-efficacy questionnaire","Eight self-rated statements were used to measure participants’ self-efficacy before and immediately after training.","THR17","Ambiguous Traditional Human-central Practice"
