sub_category_id,sub_category,node_id,node_name,evidence_statement,adjust_sub_category_id,adjust_sub_category
"KH01","Community and Cultural Knowledge Custodians","c001M01N12","Indigenous people","The return rate of indigenous people is below 30%, immediately followed by the finding that ICH skills face inheritance interruption.","KH01","Community and Cultural Knowledge Custodians"
"KH14","Organizational and Inter-organizational Collectives","c001M02N09","Chongqing heritage graded protection taskforce","Based on implementation of 3D laser scanning, virtual reality (VR), and big data analysis, this study collected architectural data","KH14","Organizational and Inter-organizational Collectives"
"KH02","Skilled Trades and Craft Practitioners","c001M02N10","ICH traditional building craftsmen","Tsyganov (2022) found that Bulgaria's digital authorization system... raised traditional artisans' income by 40%","KH02","Skilled Trades and Craft Practitioners"
"KH09","Public Authorities, Regulators, and Standard-Setting Bodies","c001M02N11","Chongqing provincial and district cultural relic bureaus","Although provincial level has issued cultural heritage protection regulations, district level encounters problem of fund misallocation","KH09","Public Authorities, Regulators, and Standard-Setting Bodies"
"KH06","Domain Experts and Expert Reviewers","c002M01N28","8 identified experts with expertise in construction safety training and implementation","Eight experts participated: four with training-administration backgrounds, two immersive-training designers, and two construction-safety researchers.","KH06","Domain Experts and Expert Reviewers"
"KH03","Frontline and Operational Practitioners","c002M02N13","General construction site workers","In order to encourage safe practices and ensure safe working conditions for construction workers, it is necessary to increase their safety awareness through systematic safety training","KH03","Frontline and Operational Practitioners"
"KH03","Frontline and Operational Practitioners","c002M02N14","Heavy equipment operators","A machinery operator's knowledge acquisition from VR-based training is an important factor that determines on-site safety performance","KH03","Frontline and Operational Practitioners"
"KH03","Frontline and Operational Practitioners","c002M02N16","Novice construction workers","The hazard recognition ability of experienced and novice construction workers was studied by Dzeng et al.","KH03","Frontline and Operational Practitioners"
"KH06","Domain Experts and Expert Reviewers","c002M02N17","Construction safety training expert panel","A cohort of 8 identified experts with expertise in construction safety training and implementation were engaged for the structured interview","KH06","Domain Experts and Expert Reviewers"
"KH04","Customers, Users, and Service Recipients","c003M01N02","Building occupants","The study attributes energy-related choices and building-system use to occupants and users.","KH04","Customers, Users, and Service Recipients"
"KH15","Other (*) – Insufficient Evidence of a Knowledge-Holding Role","c003M02N07","Training participants","The training experience was designed to involve about 50 participants using the CAVE system at the Department...","KH15","Other (*) – Insufficient Evidence of a Knowledge-Holding Role"
"KH10","Researchers, Analysts, and Knowledge Developers","c003M02N08","Researchers/developers","Elisa Di Giuseppe... Marco D'Orazio... This paper introduces the developed model and the assessment questionnaires...","KH10","Researchers, Analysts, and Knowledge Developers"
"KH03","Frontline and Operational Practitioners","c004M02N14","Excavation Site Safety Officer Role","Determine whether a safety officer is present on site by viewing a safety file and inspecting excavation sites","KH03","Frontline and Operational Practitioners"
"KH07","Operational, Project, and Middle Managers","c004M02N15","Construction Project Supervisor Role","Inform supervisors. Ensure a safety officer is present on site before performing any excavation work","KH07","Operational, Project, and Middle Managers"
"KH07","Operational, Project, and Middle Managers","c005M01N11","safety managers currently supervising bridge constructions","Five safety managers currently supervising bridge constructions in Egypt participated in interviews.","KH07","Operational, Project, and Middle Managers"
"KH06","Domain Experts and Expert Reviewers","c005M01N12","construction safety experts","Experts prioritized hazards, validated the model, and reviewed the hazard-identification test.","KH06","Domain Experts and Expert Reviewers"
"KH06","Domain Experts and Expert Reviewers","c005M02N14","Test validation experts","Additionally, the exam was confirmed by experts in the field of construction safety, as five experts solved it with experience ranging from five to twenty-five years in the field of construction safety.","KH06","Domain Experts and Expert Reviewers"
"KH05","Scientific, Engineering, and Technical Professionals","c005M02N15","Experienced engineers","24 participants, including students and engineers, undertook the safety training using both the AR and VR technology followed by the hazard identification test. Their years of experience ranged from zero to 36 years.","KH05","Scientific, Engineering, and Technical Professionals"
"KH03","Frontline and Operational Practitioners","c006M01N11","construction workers","The study assessed physical performance for 320 construction workers and measured workload for 64 workers.","KH03","Frontline and Operational Practitioners"
"KH03","Frontline and Operational Practitioners","c006M02N14","Construction workers (age 45 and older)","Individuals aged 45 and older are the most likely to require an assistance suit and experience the impact of light labour. This age group has less muscle weakness and more confidence in their physical strength compared to younger generations, but they have reduced flexibility and balance and may not be aware of their weakening core.","KH03","Frontline and Operational Practitioners"
"KH03","Frontline and Operational Practitioners","c006M02N15","Workers with LBP history","111 subjects with LBP... There were 111 subjects with LBP. The average for those with a history of LBP was 1.9% for hand load. Workers with a history of LBP tended to have a lower physical performance assessment index E than those without a history of LBP.","KH03","Frontline and Operational Practitioners"
"KH13","Commercial and Value-Chain Professionals","c006M02N17","Professional contractors","At a meeting held in the fall of 2019 to exchange views on inhouse technological development, professional contractors expressed strong expectations for the assistive suits.","KH13","Commercial and Value-Chain Professionals"
"KH10","Researchers, Analysts, and Knowledge Developers","c006M02N18","Researchers","The researchers attended each worker's job site and recorded their work status on video.","KH10","Researchers, Analysts, and Knowledge Developers"
"KH05","Scientific, Engineering, and Technical Professionals","c007M01N08","senior staff","SMCCs draw upon senior staff expertise.","KH05","Scientific, Engineering, and Technical Professionals"
"KH07","Operational, Project, and Middle Managers","c007M01N09","foremen","Foremen manage construction teams and hold accumulated expertise.","KH07","Operational, Project, and Middle Managers"
"KH16","Ambiguous Knowledge Holder(*)","c007M01N10","employees","The validated company uses the expertise of its employees.","KH16","Ambiguous Knowledge Holder(*)"
"KH08","Executive and Strategic Leadership","c007M01N11","company owners","Informal KM practices are heavily influenced by company owners.","KH08","Executive and Strategic Leadership"
"KH05","Scientific, Engineering, and Technical Professionals","c007M02N05","Senior Construction Staff","drawing upon the expertise of senior staff in construction specialties","KH05","Scientific, Engineering, and Technical Professionals"
"KH07","Operational, Project, and Middle Managers","c007M02N06","Construction Foremen","utilising foremen to manage construction teams on-site can enhance the effectiveness of training and guiding new workers","KH07","Operational, Project, and Middle Managers"
"KH07","Operational, Project, and Middle Managers","c007M02N07","Construction Supervisors","KM in the safety of construction projects relies merely on supervisors' motivation and workers' self-regulation","KH07","Operational, Project, and Middle Managers"
"KH03","Frontline and Operational Practitioners","c007M02N08","Construction Workers","KM in the safety of construction projects relies merely on supervisors' motivation and workers' self-regulation","KH03","Frontline and Operational Practitioners"
"KH05","Scientific, Engineering, and Technical Professionals","c007M02N09","Construction Engineers","investigating how engineers who participate in regional training programs shared their knowledge inside their organisation","KH05","Scientific, Engineering, and Technical Professionals"
"KH14","Organizational and Inter-organizational Collectives","c007M02N11","Management Teams","management teams and employees within SMCCs","KH14","Organizational and Inter-organizational Collectives"
"KH08","Executive and Strategic Leadership","c007M02N12","Chief Executive Officer (CEO)","validated through discussions with a chief executive officer (CEO) of an SMCC","KH08","Executive and Strategic Leadership"
"KH08","Executive and Strategic Leadership","c007M02N13","Top Managers","KR, KS and KA received limited attention from top managers","KH08","Executive and Strategic Leadership"
"KH12","Peer Knowledge Contributors","c007M02N14","SMCC Employees","knowledge dissemination through workforce meetings, workshops and discussions; collaboration with customers, suppliers and subcontractors","KH12","Peer Knowledge Contributors"
"KH06","Domain Experts and Expert Reviewers","c008M01N14","experts","Expert interviews and expert opinions are identified as traditional sources of domain knowledge.","KH06","Domain Experts and Expert Reviewers"
"KH07","Operational, Project, and Middle Managers","c008M01N15","management personnel","Traditional safety management relied on management personnel experience.","KH07","Operational, Project, and Middle Managers"
"KH07","Operational, Project, and Middle Managers","c008M02N06","Construction site managers","Construction site managers and engineers typically store safety information collected during safety inspections","KH07","Operational, Project, and Middle Managers"
"KH05","Scientific, Engineering, and Technical Professionals","c008M02N07","Engineers","Construction site managers and engineers typically store safety information collected during safety inspections","KH05","Scientific, Engineering, and Technical Professionals"
"KH07","Operational, Project, and Middle Managers","c008M02N08","Safety management personnel","safety management personnel have gradually realized the significant research value of accident reports","KH07","Operational, Project, and Middle Managers"
"KH13","Commercial and Value-Chain Professionals","c009M01N13","Lead Tender Administrator","Alpha's primary participant was the Lead Tender Administrator, who had 14 years of experience.","KH13","Commercial and Value-Chain Professionals"
"KH13","Commercial and Value-Chain Professionals","c009M01N14","Assistant Tender Administrator – Environmental tenders","One Alpha assistant was responsible for managing environmental tenders and had five years of experience.","KH13","Commercial and Value-Chain Professionals"
"KH13","Commercial and Value-Chain Professionals","c009M01N16","Bid Manager","Beta's primary participant was the Bid Manager, who had 17 years of experience.","KH13","Commercial and Value-Chain Professionals"
"KH13","Commercial and Value-Chain Professionals","c009M01N17","Bid Administrator","Two Bid Administrators assisted the Bid Manager in the Beta case.","KH13","Commercial and Value-Chain Professionals"
"KH06","Domain Experts and Expert Reviewers","c009M01N18","Bid preparation team of experts","The system-generated proposal is reviewed by a bid preparation team of experts through multiple iterations.","KH06","Domain Experts and Expert Reviewers"
"KH08","Executive and Strategic Leadership","c009M01N19","Management decision authority","Extracted requirements are displayed to the user or decision authority to support the final Bid/No-Bid decision.","KH08","Executive and Strategic Leadership"
"KH06","Domain Experts and Expert Reviewers","c009M02N19","Expert Review Panel","Five experts were selected based on their extensive professional experience in construction procurement and bid preparation","KH06","Domain Experts and Expert Reviewers"
"KH15","Other (*) – Insufficient Evidence of a Knowledge-Holding Role","c010M01N10","19 undergraduate students","Nineteen students aged 18-24 participated in the Construction Technology course implementation.","KH15","Other (*) – Insufficient Evidence of a Knowledge-Holding Role"
