node_id,node_name,category,evidence_label,case_title,evidence_statement,object_definition,evidence_location
c101M01N01,tacit operational knowledge of the informal maintenance process,Tacit Knowledge,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,The evaluation aimed to transform tacit knowledge of the informal maintenance process into a structured AS-IS model.,Knowledge describing how the informal reactive-maintenance workflow is actually performed.,"Page 5, Section 3.2"
c101M01N02,user,Knowledge Holder,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,The user initiated the conversation by describing the entire reactive maintenance process in a detailed message.,"The participant who supplies, reviews, and requests modifications to the process account.","Page 5, Section 3.2"
c101M01N03,veteran staff,Knowledge Holder,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,The paper states that undocumented expertise departs when veteran staff retire or switch jobs.,Experienced employees who hold undocumented organizational expertise.,"Page 1, Section 1.1"
c101M01N04,"informal, manual communication",Traditional Human-central Practice,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,"The existing maintenance workflow is described as relying on informal, manual communication.",Human-mediated communication used in the existing reactive maintenance workflow.,"Page 5, Section 3.1"
c101M01N05,verbal reporting of a machine fault,Traditional Human-central Practice,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,The process begins when an operator verbally reports a machine fault to a supervisor.,A spoken report that initiates the maintenance workflow.,"Page 5, Section 3.1"
c101M01N06,verbal explanation of the problem,Traditional Human-central Practice,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,The operator finds the maintenance supervisor and verbally explains the problem.,A spoken explanation of the observed equipment problem.,"Page 5, Section 3.2, Step 1"
c101M01N07,manual inventory checks,Traditional Human-central Practice,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,The technician returns to the workshop to check the physical spare-parts inventory.,Physical checking of spare-part availability.,"Page 5, Sections 3.1–3.2"
c101M01N08,paper-based purchase requests,Traditional Human-central Practice,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,The technician fills out a paper purchase request and leaves it on the procurement manager's desk.,A paper mechanism for requesting an unavailable replacement part.,"Page 5, Sections 3.1–3.2"
c101M01N09,handwritten 'Awaiting Part' sign,Traditional Human-central Practice,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,The technician leaves a handwritten Awaiting Part sign on the machine.,A local handwritten notice indicating that work is waiting for a replacement part.,"Page 5, Section 3.2, Step 1"
c101M01N10,LLM-powered chatbot,Technology-enable Practice,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,The paper presents an LLM-powered chatbot that guides users in describing workflows and incrementally constructs a BPMN model.,"The implemented conversational system for eliciting, structuring, analysing, and modelling process knowledge.","Pages 2–3, Sections 1.6 and 2"
