"node_id","node_name","category","evidence_label","case_title","evidence_statement","object_definition","evidence_location","sub_category_id","sub_category"
"c201M01N13","LLM-driven conversational process documentation assistant","Technology-enable Practice","E","Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn","This paper introduces a large-language-model (LLM)-driven conversational assistant that captures such knowledge on the shop floor.","The interactive system prototype built to extract knowledge via automated chat interviews.","Page 1, Page 3","TP05","Intelligent Semantic & Rule Codification"
"c201M01N14","Gemini Flash evaluation experiment","Technology-enable Practice","E","Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn","During testing, an alternative model, Gemini 2.5 Flash, was considered as a more cost-effective option.","The test variant setup constructed to measure system outputs using lower-reasoning models.","Page 6","TP05","Intelligent Semantic & Rule Codification"
"c201M02N19","Interactive modeling session","Technology-enable Practice","E","Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn","The evaluation was conducted through an interactive dialogue between a user and the chatbot, as illustrated in Figure 3","The specific session where user and chatbot co-create process models","Section 3.2","TP05","Intelligent Semantic & Rule Codification"
"c202M01N10","Mobile Augmented Reality (MAR) application training","Technology-enable Practice","E","Evaluating Knowledge Gain And Retention In Iot Circuit Assembly Using Mobile Augmented Reality Technology","In this regard, this study developed a MAR framework and application to facilitate IoT assembly training.","An interactive training paradigm rendering animated instruction sets directly over hardware.","PAGE 1, Line 16","TP01","Immersive Virtual Training Environments"
"c202M02N11","MAR application assembly training","Technology-enable Practice","E","Evaluating Knowledge Gain And Retention In Iot Circuit Assembly Using Mobile Augmented Reality Technology","The MAR application learning intervention was conducted. AR displayed assembly steps to aid participants in constructing the Arduino-based IoT circuit.","Learning intervention using mobile augmented reality with 3D animated overlays.","Page 4 (3.1 Intervention)","TP01","Immersive Virtual Training Environments"
"c203M01N10","Structured knowledge management systems","Technology-enable Practice","E","Digital Technologies And Circular Economy Capabilities: Exploring The Roles Of Supply Chain Knowledge Development Processes And Environmental Uncertainty","firms should invest in structured knowledge management systems that support both knowledge acquisition and memory retention.","Digitalized systems structured to store, capture, and manage knowledge flows","Page 1, Line 9","TP06","Relational Knowledge Storage & Management Systems"
"c203M01N11","Interfirm platforms","Technology-enable Practice","E","Digital Technologies And Circular Economy Capabilities: Exploring The Roles Of Supply Chain Knowledge Development Processes And Environmental Uncertainty","Specifically, building interfirm platforms that enable data interoperability, common standards and real-time sharing of sustainability performance indicators","Digital cross-firm architectures enabling collaborative data exchange","Page 17, Line 422","TP07","Digital Operations Monitoring & User Interfaces"
"c203M02N05","Knowledge acquisition activities","Technology-enable Practice","I","Digital Technologies And Circular Economy Capabilities: Exploring The Roles Of Supply Chain Knowledge Development Processes And Environmental Uncertainty","DT are positively associated with knowledge acquisition activities (H2b supported, p.12). 'Knowledge acquisition refers to the process of gathering useful information.' (p.6)","Process of gathering useful information, enabled by digital technologies in the study.","p.6, p.12","TP06","Relational Knowledge Storage & Management Systems"
"c203M02N06","Information dissemination activities","Technology-enable Practice","E","Digital Technologies And Circular Economy Capabilities: Exploring The Roles Of Supply Chain Knowledge Development Processes And Environmental Uncertainty","'Information dissemination is the sharing of information gathered internally, within organizational areas and activities, through formal and informal channels.' (p.6)","Internal interdepartmental information sharing, studied as a DT‑enabled practice.","p.6, p.12","TP07","Digital Operations Monitoring & User Interfaces"
"c203M02N17","DT‑enabled knowledge storage","Technology-enable Practice","I","Digital Technologies And Circular Economy Capabilities: Exploring The Roles Of Supply Chain Knowledge Development Processes And Environmental Uncertainty","DT are positively associated with achieved memory (H2a, p.12), implying use of DT to store and retain knowledge.","Practice of using digital technologies (IoT, AI, BDA) to retain supply chain knowledge and experience.","p.12","TP06","Relational Knowledge Storage & Management Systems"
