sub_category_id,sub_category,node_id,node_name,evidence_statement,adjust_sub_category_id,adjust_sub_category
"ED07","Supply-Chain & Logistical Environment","c209M02N47","Cadaver resource scarcity","cadaver resources are scarce, and preservation and handling are complex","ED07","Supply-Chain & Logistical Environment"
"ED05","External Technological & Infrastructure Environment","c209M02N48","Cadaver preservation and handling complexity","cadaver resources are scarce, and preservation and handling are complex","ED05","External Technological & Infrastructure Environment"
"ED10","Ambiguous Environmental Dependency(*)","c209M02N49","Lung parenchyma opacity","due to the opacity of lung parenchyma, it is difficult to teach sublobar structures within the lungs","ED10","Ambiguous Environmental Dependency(*)"
"ED01","Political, Regulatory & Jurisdictional Environment","c210M02N36","China NHC ethical research regulations","All procedures complied with the Ethical Review of Biomedical Research Involving Human Beings issued by the China's National Health Commission","ED01","Political, Regulatory & Jurisdictional Environment"
"ED09","Local Utility & Connectivity Conditions","c210M02N37","Stable internet connection for WeChat access","WeChat push service-based platform; transcending geographical barriers","ED09","Local Utility & Connectivity Conditions"
"ED08","Geographic & Physical Site Context","c212M02N29","Regional availability (urban centers)","The participant sample was drawn from several leading medical institutions across three regions of the country: Moscow, St. Petersburg, and Perm.","ED08","Geographic & Physical Site Context"
"ED06","Client, Procurement & Institutional Environment","c212M02N30","Student eligibility criteria","To participate in the study, individuals had to meet criteria: be employed as a nurse and be between ages 25 and 45. Participants who were on leave, sick leave, or who declined to participate were excluded.","ED06","Client, Procurement & Institutional Environment"
"ED01","Political, Regulatory & Jurisdictional Environment","c213M01N38","healthcare privacy regulations","Healthcare collaboration must protect patient privacy and operate within privacy regulations.","ED01","Political, Regulatory & Jurisdictional Environment"
"ED10","Ambiguous Environmental Dependency(*)","c214M01N36","physical and visual thresholds","VR participation requires physical and visual suitability to reduce discomfort or adverse effects.","ED11","User Characteristics, Eligibility & Participation Conditions"
"ED06","Client, Procurement & Institutional Environment","c214M02N41","Nuclear facility confidentiality restrictions","Due to strict confidentiality requirements and annual radiation exposure limits, on-site training opportunities are restricted","ED06","Client, Procurement & Institutional Environment"
"ED01","Political, Regulatory & Jurisdictional Environment","c214M02N42","Annual radiation exposure limits","Due to strict confidentiality requirements and annual radiation exposure limits, on-site training opportunities are restricted","ED01","Political, Regulatory & Jurisdictional Environment"
"ED02","Economic, Market & Industry Environment","c214M02N43","Workforce personnel turnover","These challenges are further compounded by personnel turnover, with the constant influx of new hires and departure of experienced workers creating gaps in knowledge transfer","ED02","Economic, Market & Industry Environment"
"ED10","Ambiguous Environmental Dependency(*)","c214M02N44","Risk-free simulation safety mandate","VR provides realistic, risk-free simulations, enabling trainees to safely experience hazardous scenarios","ED10","Ambiguous Environmental Dependency(*)"
"ED06","Client, Procurement & Institutional Environment","c215M02N30","IEEE 1708-2014 wearable cuffless BP device standards","IEEE Standard for Wearable Cuffless Blood Pressure Measuring Devices, IEEE Standard 1708-2014","ED06","Client, Procurement & Institutional Environment"
"ED06","Client, Procurement & Institutional Environment","c215M02N31","AAMI BP measurement accuracy compliance standards","These metrics underline that the proposed model consistently delivers accurate BP measurements, meeting or closely aligning with AAMI standards.","ED06","Client, Procurement & Institutional Environment"
"ED10","Ambiguous Environmental Dependency(*)","c215M02N33","Multi-day follow-up measurement intervals (D1-D4)","For incremental data in the CAS-BP dataset, the initial training dataset comprised three samples collected on day D1... each day separated by seven days.","ED10","Ambiguous Environmental Dependency(*)"
"ED08","Geographic & Physical Site Context","c216M02N43","Diverse physical location constraints","To evaluate applicability of MR training potential... field testing with participants was conducted in diverse environments such as offices, churches, living rooms of residences, backyards, and picnic areas.","ED08","Geographic & Physical Site Context"
"ED03","Sociocultural & Societal Environment","c217M02N26","Cross-cultural Nursing Education Contexts","Cross-cultural validation also involved testing the consistency of organizational culture and technological environment variables across different cultural backgrounds.","ED03","Sociocultural & Societal Environment"
"ED05","External Technological & Infrastructure Environment","c218M01N31","Reliable internet connectivity for NOTS online learning","Unreliable internet connectivity can hinder online engagement by participants in LMICs.","ED05","External Technological & Infrastructure Environment"
"ED05","External Technological & Infrastructure Environment","c218M01N32","Access to digital devices and online-learning infrastructure in LMICs","Limited access to digital devices and insufficient infrastructure frequently hinder online engagement.","ED05","External Technological & Infrastructure Environment"
"ED05","External Technological & Infrastructure Environment","c218M02N51","Internet infrastructure","Unreliable internet connectivity, limited access to digital devices, and insufficient infrastructure frequently hinder online engagement","ED05","External Technological & Infrastructure Environment"
"ED03","Sociocultural & Societal Environment","c218M02N52","Non-native English language comprehension","Lectures should be more clear in order to make them palatable for people not speaking English","ED03","Sociocultural & Societal Environment"
"ED02","Economic, Market & Industry Environment","c218M02N53","Heavy clinical workload time constraints","more time to be able to fulfill the activities in a reasonable time, since we are all already overwhelmed with work","ED02","Economic, Market & Industry Environment"
"ED09","Local Utility & Connectivity Conditions","c219M02N44","Computer with stable internet","Students were eligible for the study if they... had access to a computer with a stable internet connection capable of running the platform","ED09","Local Utility & Connectivity Conditions"
"ED09","Local Utility & Connectivity Conditions","c219M02N45","Mobile phone or laptop access","Participants were asked to complete a series of tasks, including: (1) registering and logging into the KG-DTPNursing via mobile phone or laptop","ED09","Local Utility & Connectivity Conditions"
"ED07","Supply-Chain & Logistical Environment","c221M01N28","Availability of palm tree manuscripts containing traditional medicine recipes","The proof of concept used palm tree manuscripts whose translated content provided the foundation for training Llama2-13B.","ED07","Supply-Chain & Logistical Environment"
"ED05","External Technological & Infrastructure Environment","c222M01N41","access to PubMed osteosarcoma literature from 2003–2023","The study searched PubMed for osteosarcoma literature published from 2003 to 2023 and used the resulting corpus to construct the knowledge graph.","ED05","External Technological & Infrastructure Environment"
"ED05","External Technological & Infrastructure Environment","c224M01N21","access to communication and information devices","Easy access to communication and information devices was identified as enabling nurses to obtain technical-scientific updates.","ED05","External Technological & Infrastructure Environment"
"ED05","External Technological & Infrastructure Environment","c224M01N22","internet access","The paper links the expansion of MOOCs to growth in the number of people with internet access.","ED05","External Technological & Infrastructure Environment"
"ED01","Political, Regulatory & Jurisdictional Environment","c227M01N24","Swedish legislation mandating the wait time guarantee","Swedish legislation mandated patients' right to assessment and intervention within specified time limits.","ED01","Political, Regulatory & Jurisdictional Environment"
"ED01","Political, Regulatory & Jurisdictional Environment","c227M02N35","Swedish Health and Medical Care Act","Given that existing regulation mandated that care providers keep wait times below certain levels, involved actors were expected to be motivated to monitor the wait times through the DT.","ED01","Political, Regulatory & Jurisdictional Environment"
"ED01","Political, Regulatory & Jurisdictional Environment","c227M02N36","Stockholm Regional Council governance policies","The case concerned the (non)use of the digital wait time registry (hereafter 'the Registry') implemented in the Stockholm Region by the Stockholm Regional Council in Sweden.","ED01","Political, Regulatory & Jurisdictional Environment"
