"node_id","node_name","category","evidence_label","case_title","evidence_statement","object_definition","evidence_location","sub_category_id","sub_category"
"c001M01N07","Immersive VR training system","Technology-enable Practice","E","Immersive virtual reality training for excavation safety and hazard identification","This study proposes an immersive VR training system for excavation safety and hazard identification.","An interactive 3D virtual environment designed to deliver safety training through guided exploration.","Page 1, Abstract","TP01","Immersive Virtual Training Environments"
"c001M02N18","Knowledge test via Google Forms","Technology-enable Practice","E","Immersive virtual reality training for excavation safety and hazard identification","The knowledge test was administered to both groups before, immediately after and four weeks after training via Google Forms","Digital assessment tool","p.13, Section 5.2.1","TP02","Experiential & Cognitive Skill Evaluation"
"c001M02N19","Practical performance assessment in VR","Technology-enable Practice","E","Immersive virtual reality training for excavation safety and hazard identification","Participants' practical performance was assessed in VR before and immediately after training","VR-based skill measurement","p.9, Section 4.2.1","TP02","Experiential & Cognitive Skill Evaluation"
"c002M01N10","3D Laser Scanning (FARO Focus S350 / Leica RTC360)","Technology-enable Practice","E","Digital Preservation of Chongqing Red Culture and Tourism Resource Development in Bayu Traditional Dwellings","FARO Focus S350 realizes millimeter-level point cloud modeling... average error margin <0.5%.","Digital capture workflow for geometric point cloud construction.","Page 2, Section 2.1.1","TP04","Spatial & Reality Capture Codification"
"c002M01N11","Drone Oblique Photography","Technology-enable Practice","E","Digital Preservation of Chongqing Red Culture and Tourism Resource Development in Bayu Traditional Dwellings","Drone Oblique Photography Images acquired from the air with 50-150m height cover multi-angle views.","Digital aerial mapping and texturing workflow.","Page 2, Section 2.1.2","TP04","Spatial & Reality Capture Codification"
"c002M01N12","Interactive Knowledge Graph","Technology-enable Practice","E","Digital Preservation of Chongqing Red Culture and Tourism Resource Development in Bayu Traditional Dwellings","Then, an interactive knowledge graph is constructed to digitalize the recording of craftsmanship process.","Digital data hosting structure mapping technical flows.","Page 2, Section 2.1.3","TP05","Intelligent Semantic & Rule Codification"
"c002M01N13","VR Exhibition Hall / Metaverse Scenario (NetEase Yaotai)","Technology-enable Practice","E","Digital Preservation of Chongqing Red Culture and Tourism Resource Development in Bayu Traditional Dwellings","Based on the NetEase Yaotai architecture, a co-creation module of 'Red Journey' is constructed.","Immersive virtual environments for experiential retention.","Page 2, Section 2.2.2","TP01","Immersive Virtual Training Environments"
"c002M01N14","AR Scene Overlay / Guided Tour (Unity3D)","Technology-enable Practice","E","Digital Preservation of Chongqing Red Culture and Tourism Resource Development in Bayu Traditional Dwellings","A digital twin system realizes the real-time monitoring of visitors and AR virtual tour.","Mobile application rendering interactive graphics over physical views.","Page 2, Section 2.2.1","TP03","Real-Time Assistive Integration & Guidance"
"c002M02N13","3D laser scanning data acquisition","Technology-enable Practice","E","Digital Preservation of Chongqing Red Culture and Tourism Resource Development in Bayu Traditional Dwellings","3D laser scanning ... realizes millimeter-level point cloud modeling","Digital practice of capturing building geometry using laser scanner","Section 2.1.1","TP04","Spatial & Reality Capture Codification"
"c002M02N14","Digital twin platform (Unity3D)","Technology-enable Practice","E","Digital Preservation of Chongqing Red Culture and Tourism Resource Development in Bayu Traditional Dwellings","digital twin system realizes the real-time monitoring of visitors and AR virtual tour","Unity3D-based platform for real-time monitoring, AR/VR experiences","Section 2.2.1","TP07","Digital Operations Monitoring & User Interfaces"
"c002M02N15","Dynamic narrative system","Technology-enable Practice","E","Digital Preservation of Chongqing Red Culture and Tourism Resource Development in Bayu Traditional Dwellings","dynamic narrative system reconstructs historical scene such as bombing scene with temporal-space information","System that triggers historical events via timelines to improve knowledge retention","Section 1.2.2","TP09","Asynchronous E-Learning & Digital Media Learning"
"c002M02N27","Multimodal interaction testing (eye tracking + EEG)","Technology-enable Practice","I","Digital Preservation of Chongqing Red Culture and Tourism Resource Development in Bayu Traditional Dwellings","Tobii Pro eye tracker and Emotiv EEG device, the distribution of visitor's attention and the emotion of visitors in VR scenario are quantified","Practice of using eye tracking and EEG to evaluate visitor cognition and emotion","Section 2.3.1","TP02","Experiential & Cognitive Skill Evaluation"
"c002M02N28","Graded protection framework","Technology-enable Practice","E","Digital Preservation of Chongqing Red Culture and Tourism Resource Development in Bayu Traditional Dwellings","graded protection framework is proposed based on Technical Standards for Historical Building Digitization (2021)","Framework linking LOD levels to protection intensity","Section 1.2.1, Section 3.1, Table 4","TP05","Intelligent Semantic & Rule Codification"
"c003M01N07","VR Training","Technology-enable Practice","E","Enhancing Safety Training Performance Using Extended Reality: A Hybrid Delphi-AHP Multi-Attribute Analysis in a Type-2 Fuzzy Environment","A Samsung Odyssey VR headset was used to demonstrate the VR-based safety training","An immersive training format rendering fully simulated 3D virtual site environments with interactive controls","PAGE 1, PAGE 17","TP01","Immersive Virtual Training Environments"
"c003M01N08","AR Training","Technology-enable Practice","E","Enhancing Safety Training Performance Using Extended Reality: A Hybrid Delphi-AHP Multi-Attribute Analysis in a Type-2 Fuzzy Environment","for demonstrating the interactive AR-based training, Microsoft Hololens2 was used","An interactive instructional media where virtual architectural visualizations and hazard models are superimposed onto physical real-world spaces","PAGE 1, PAGE 17","TP03","Real-Time Assistive Integration & Guidance"
"c003M02N12","AR-based safety training (Microsoft Hololens 2)","Technology-enable Practice","E","Enhancing Safety Training Performance Using Extended Reality: A Hybrid Delphi-AHP Multi-Attribute Analysis in a Type-2 Fuzzy Environment","Microsoft Hololens 2 was used for AR training. The interactive animations were demonstrated using a projector screen in real time.","immersive AR training using head-mounted display","Section 3.4, page 15-16","TP03","Real-Time Assistive Integration & Guidance"
"c003M02N13","VR-based safety training (Samsung Odyssey VR headset)","Technology-enable Practice","E","Enhancing Safety Training Performance Using Extended Reality: A Hybrid Delphi-AHP Multi-Attribute Analysis in a Type-2 Fuzzy Environment","Samsung Odyssey VR headset was used for VR training. The visualizations were shown in real-time to the cohort of students on the projector screen.","immersive VR training using head-mounted display","Section 3.4, page 15-16","TP01","Immersive Virtual Training Environments"
"c004M01N16","Document intelligence & information extraction module","Technology-enable Practice","E","A generative AI model for automating construction bid preparation","Component: document intelligence & information extraction module. The user uploads a new RFP document","A sub-system built to isolate text targets inside tender documents","PAGE 13, Source 450","TP05","Intelligent Semantic & Rule Codification"
"c004M01N17","Bid retrieval & similarity matching engine","Technology-enable Practice","E","A generative AI model for automating construction bid preparation","Component: bid retrieval & similarity matching engine. The extracted requirements are encoded as vector embeddings","A pipeline component that maps similarities between old and new bids","PAGE 13, Source 454","TP05","Intelligent Semantic & Rule Codification"
"c004M01N18","Generative bid composition module","Technology-enable Practice","E","A generative AI model for automating construction bid preparation","Component: generative bid composition module. Based on the retrieved proposals and the extracted requirements, GPT-4o generates a draft","The generation engine that translates prompt arrays into completed professional sections","PAGE 14, Source 479","TP05","Intelligent Semantic & Rule Codification"
"c004M01N19","Pinecone vector database","Technology-enable Practice","E","A generative AI model for automating construction bid preparation","Embeddings were stored in a Pinecone vector database, enabling semantic similarity searches using cosine similarity","An external indexed environment engineered to hold multi-dimensional embeddings","PAGE 7, Source 227","TP06","Relational Knowledge Storage & Management Systems"
"c004M01N20","Streamlit web-application interface","Technology-enable Practice","E","A generative AI model for automating construction bid preparation","The graphical interface was built with Streamlit web-application","A front-end python framework used to build interactive layout tools","PAGE 16, Source 555","TP07","Digital Operations Monitoring & User Interfaces"
"c004M02N22","GenAI-based bid preparation system","Technology-enable Practice","E","A generative AI model for automating construction bid preparation","A proof-of-concept GenAI framework that automates key components of bid proposal development, integrating LLMs, vector-based semantic retrieval, and structured bid repositories.","Not mentioned","Page 1, 5","TP05","Intelligent Semantic & Rule Codification"
"c004M02N23","semantic retrieval from Pinecone","Technology-enable Practice","E","A generative AI model for automating construction bid preparation","Pinecone vector database enables semantic similarity searches using cosine similarity to retrieve the closest past bids.","Not mentioned","Page 6","TP05","Intelligent Semantic & Rule Codification"
"c004M02N24","requirements extraction module (GPT-4o)","Technology-enable Practice","E","A generative AI model for automating construction bid preparation","GPT-4o extracts predefined requirements from uploaded RFPs, including project title, scope, deadlines, evaluation criteria, etc.","Not mentioned","Pages 7, 11","TP05","Intelligent Semantic & Rule Codification"
"c004M02N25","proposal generation module (methodology section)","Technology-enable Practice","E","A generative AI model for automating construction bid preparation","GPT-4o generates a draft methodology section based on extracted requirements and retrieved similar proposals using few-shot prompting.","Not mentioned","Pages 11, 13","TP05","Intelligent Semantic & Rule Codification"
"c004M02N26","human-in-the-loop review interface","Technology-enable Practice","E","A generative AI model for automating construction bid preparation","A lightweight graphical interface built with Streamlit allows users to input new RFPs and review AI-generated drafts. Human oversight is incorporated for quality.","Not mentioned","Pages 7, 15","TP07","Digital Operations Monitoring & User Interfaces"
"c005M01N10","physical strength measurement at site office","Technology-enable Practice","E","Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry","The physical strength measurements included seven events: two-step, seated stepping, functional reach, one-leg standing with eyes closed, grip strength, foot grip strength and plank (Fig. 3).","A digital screening ritual using specialized medical tools and a web app to catalog structural worker traits.","Page 2, Chapter 1.2 & Page 2, Fig. 3","TP08","Quantitative Field & Behavioral Codification"
"c005M01N11","workload measurement using wearable sensors and video","Technology-enable Practice","E","Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry","The workload is estimated by combining the posture information obtained from the wearable sensor and the hand weight obtained from the captured video.","A multi-channel digital recording session tracking dynamic spatial posture and physical load changes simultaneously.","Page 4, Chapter 4","TP08","Quantitative Field & Behavioral Codification"
"c005M01N12","Smartsuit fitting and training session","Technology-enable Practice","E","Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry","From 2020, we began by holding multiple passive assistive suit fitting events to help many people understand the benefits of assistive suits.","An experiential on-site lab session where workers don active support suits to reduce dynamic stress and train baseline muscles.","Page 2, Chapter 1.2","TP03","Real-Time Assistive Integration & Guidance"
"c005M02N17","Physical performance assessment (7-event battery)","Technology-enable Practice","E","Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry","The physical strength measurements included seven events: two-step, seated stepping, functional reach, one-leg standing with eyes closed, grip strength, foot grip strength and plank (Fig. 3).","Structured testing protocol using devices (e.g., grip dynamometer, step platform, ruler for functional reach) to produce quantitative explicit knowledge.","Page 2, Section 1.2 (initiative 2); Page 3, Section 3","TP08","Quantitative Field & Behavioral Codification"
"c005M02N19","Video recording of work posture","Technology-enable Practice","E","Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry","We were present at each worker's worksite and recorded video footage of the work situation using a wearable camera (Fig. 4).","Process of using a wearable camera to capture real-time work postures and manual loads for subsequent estimation.","Page 2, Section 1.2 (initiative 3)","TP08","Quantitative Field & Behavioral Codification"
"c005M02N20","Dedicated web application for questionnaire","Technology-enable Practice","E","Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry","A dedicated web application (Fig.6) has been developed separately for the purpose of streamlining questionnaires and is used to tabulate and analyse the data.","Digital system for collecting, tabulating, and analyzing questionnaire responses from workers.","Page 3, Section 3","TP07","Digital Operations Monitoring & User Interfaces"
"c006M01N15","Application created in PowerApps","Technology-enable Practice","E","Integration of 4D BIM, PtD and databases to improve OHS and knowledge management in construction","In PowerApps, an application was created to visualize the information of the previous phases","Mobile user interface used to view and monitor OHS data live","Page 4, Phase 4","TP07","Digital Operations Monitoring & User Interfaces"
