sub_category_id,sub_category,node_id,node_name,evidence_statement,adjust_sub_category_id,adjust_sub_category
"TK05","Practised Motor and Tool-Operation Skill","c001M01N09","Craftsmanship process of wooden construction","The wooden-construction craftsmanship process is recorded in sequence.","TK05","Practised Motor and Tool-Operation Skill"
"TK05","Practised Motor and Tool-Operation Skill","c001M01N10","Craftsmanship process of rammed earth technology","The rammed-earth craftsmanship process is recorded in sequence.","TK05","Practised Motor and Tool-Operation Skill"
"TK05","Practised Motor and Tool-Operation Skill","c001M01N11","Intangible cultural heritage skills","Intangible cultural heritage skills are at risk of interruption in inheritance.","TK05","Practised Motor and Tool-Operation Skill"
"TK13","AmbiguousTacit Knowledge(*)","c001M01N54","Historical cognition of visitors","Visitors' historical cognition increased by 53% after the dynamic narrative intervention.","TK13","AmbiguousTacit Knowledge(*)"
"TK10","Shared Professional Norms and Standards of Judgment","c002M01N26","safe work practices on construction sites","The authors state that knowledge acquired from customized virtual safety training can be translated into safe work practices on construction sites.","TK10","Shared Professional Norms and Standards of Judgment"
"TK10","Shared Professional Norms and Standards of Judgment","c002M01N27","expertise in construction safety training and implementation","The selected experts possessed experience in administering, designing, implementing, or researching construction safety training.","TK10","Shared Professional Norms and Standards of Judgment"
"TK06","Trained Sensory and Perceptual Recognition","c002M02N07","On-site hazard identification competency","The enhanced ability of construction workers to understand and recognize hazards is fundamental for a high safety performance on construction sites","TK06","Trained Sensory and Perceptual Recognition"
"TK10","Shared Professional Norms and Standards of Judgment","c002M02N08","Construction site safety risk perception","The role of virtual safety training in enhancing risk recognition and improving risk perceptions was studied by Namian et al.","TK10","Shared Professional Norms and Standards of Judgment"
"TK06","Trained Sensory and Perceptual Recognition","c002M02N09","Heavy machinery operational situational awareness","A VR-based serious game was also used by Choi et al. to evaluate operators' situational awareness during forklift operations","TK06","Trained Sensory and Perceptual Recognition"
"TK07","Embodied Posture, Balance, and Spatial Control","c002M02N10","Fall protection behavioral responses","The walking pattern of construction workers was studied by Shi et al. using a VR-HMD to assess their fall risk behaviour before and after safety training","TK07","Embodied Posture, Balance, and Spatial Control"
"TK13","AmbiguousTacit Knowledge(*)","c002M02N11","Post-training safety knowledge retention capability","The effectiveness of training can be measured by understanding knowledge acquisition and retention among trainees","TK13","AmbiguousTacit Knowledge(*)"
"TK06","Trained Sensory and Perceptual Recognition","c002M02N12","Machinery depth perception skills","The importance of using VR-HMDs for enhancing depth perception among novice heavy machinery operators was studied by Shringi et al.","TK06","Trained Sensory and Perceptual Recognition"
"TK05","Practised Motor and Tool-Operation Skill","c003M01N01","Energy-related behaviour","Occupant choices in using air conditioning, windows, and blinds can influence energy consumption and indoor comfort.","TK05","Practised Motor and Tool-Operation Skill"
