sub_category_id,sub_category,node_id,node_name,evidence_statement,adjust_sub_category_id,adjust_sub_category
"EK02","Codified Descriptive Knowledge","c101M01N19","BPMN 2.0 XML","The model is instructed to output complete, standards-compliant BPMN 2.0 XML.","EK02","Codified Descriptive Knowledge"
"EK02","Codified Descriptive Knowledge","c101M01N20","initial “AS-IS” BPMN diagram","The system processed the user's narrative and generated the initial AS-IS BPMN diagram.","EK02","Codified Descriptive Knowledge"
"EK07","Codified Outcome Knowledge","c101M01N21","AI-annotated “AS-IS” diagram","The LLM identified inefficiencies and annotated the AS-IS diagram with comments.","EK07","Codified Outcome Knowledge"
"EK03","Codified Procedural Knowledge","c101M01N22","revised, optimized “TO-BE” process diagram","The model generated a revised process diagram addressing the previously highlighted issues.","EK03","Codified Procedural Knowledge"
"EK07","Codified Outcome Knowledge","c101M01N23","JSON array of overlay objects","The second required output block contains a JSON array of overlay objects for diagram comments.","EK07","Codified Outcome Knowledge"
"EK02","Codified Descriptive Knowledge","c102M01N03","Object-predicate-subject triples","Traditional task interpretations are generated from object-predicate-subject triples derived from the scene graph.","EK02","Codified Descriptive Knowledge"
"EK02","Codified Descriptive Knowledge","c102M01N04","Common-sense knowledge","The GPT-4 depiction of image contents and relative positions is identified as common-sense knowledge.","EK02","Codified Descriptive Knowledge"
"EK04","Codified Explanatory Knowledge","c102M01N05","Task interpretations","Task interpretations explain human and robotic actions and their interactive operations in the surrounding environment.","EK04","Codified Explanatory Knowledge"
"EK02","Codified Descriptive Knowledge","c102M01N06","Human intention narration","The approach generates and refines textual descriptions of human-relevant tasks from temporal videos.","EK02","Codified Descriptive Knowledge"
"EK03","Codified Procedural Knowledge","c102M01N07","Task description","Robot skills and execution policies are learned based solely on a task description.","EK03","Codified Procedural Knowledge"
"EK03","Codified Procedural Knowledge","c102M01N08","Hierarchical plans resembling a task tree","The task description is recursively decomposed into subtasks represented as hierarchical plans resembling a task tree.","EK03","Codified Procedural Knowledge"
"EK03","Codified Procedural Knowledge","c102M01N09","Execution policies","The robot learns execution policies based on a task description.","EK03","Codified Procedural Knowledge"
"EK03","Codified Procedural Knowledge","c102M02N03","Robot execution policies","hierarchical plans resembling a task tree","EK03","Codified Procedural Knowledge"
"EK02","Codified Descriptive Knowledge","c102M02N04","Scene graph triples","object-predict-subject triples derived from the scene graph","EK02","Codified Descriptive Knowledge"
"EK02","Codified Descriptive Knowledge","c102M02N08","Visual embeddings","cross-attention module to obtain global visual embeddings","EK02","Codified Descriptive Knowledge"
"EK02","Codified Descriptive Knowledge","c103M01N15","body-conducted-sound recordings","Sounds generated during the 13 handwork types were acquired at 16 kHz and 16 bits.","EK02","Codified Descriptive Knowledge"
"EK02","Codified Descriptive Knowledge","c103M01N16","41-dimensional feature vectors","Mel filter-bank features and zero-crossing rate were concatenated into 41-dimensional vectors.","EK02","Codified Descriptive Knowledge"
"EK02","Codified Descriptive Knowledge","c103M01N18","training dataset","Four acquisition iterations were allocated to training.","EK02","Codified Descriptive Knowledge"
"EK02","Codified Descriptive Knowledge","c103M01N19","validation dataset","One iteration was allocated to validation.","EK02","Codified Descriptive Knowledge"
"EK02","Codified Descriptive Knowledge","c103M01N20","test dataset","One iteration was allocated to testing.","EK02","Codified Descriptive Knowledge"
"EK05","Codified Predictive Knowledge","c103M01N21","handwork predictions","DRLDCC-ELM outputs one prediction for each new feature vector.","EK05","Codified Predictive Knowledge"
"EK07","Codified Outcome Knowledge","c103M01N22","macro-averaged F1 scores","Test recognition results were evaluated with macro-averaged F1 scores.","EK07","Codified Outcome Knowledge"
