uuid,combined_text,C_kr_flag,C_kr_evidence,A_kr_flag,A_kr_evidence,B_kr_flag,B_kr_evidence
cecbab09-3490-446c-bb4d-9c6d5c7389be,"Title：Theory And Key Technologies For Intelligent Fully-Mechanized Top-Coal Caving Faces Of Annual Production Of Millions Of Tons Abstract：The research focused on addressing various challenges in intelligent top caving theory, intelligent perception and recognition key technology, intelligent caving comprehensive decision-making technology, and remote caving intelligent control technology of fully mechanized top coal caving face. This is being done under the “13th Five-Year” national key research and development plan, specifically designed for the key technology and demonstration of intelligent fully mechanized top coal caving mining method with annual production of 10 million of tons in extra-thick coal seam. The research has resulted in the following outcomes: ① Comprehensive experiments were conducted to understand the interaction process of crushing and migrating of roof and top coal combination (RTCC) and the fragmentation distribution of RTCC under different roof conditions. A three-dimensional laser goaf space detection technology has been developed, and the arching phenomenon of top coal blocks on contact, at coal discharge process with multiple coal discharge ports, has been validated. In addition, the numerical simulation of multi-port intelligent coal caving in extra-thick coal seam is carried out with the constraints of mining and caving coordination, high recovery rate, and low gangue ratio, and the number of coal caving ports is determined. those provide a reliable theoretical basis for optimizing intelligent coal-caving processes. ②The research has explored the geological information and physical characteristics of coal and gangue in the working face, along with full-cycle sensing elements of the top coal caving process. This has led to the development of a comprehensive sensing technology system, including real time detection of top coal thickness, accurate identification of coal and gangue, and dynamic measurement of coal flow, providing crucial data information support for decision making of intelligent coal top caving technology. ③A multi-source information database has been established for the man-machine-environment interface, and a decision-making model has been developed for fully mechanized top caving in extra-thick coal seams. An intelligent coal top caving decision-making software based on the Q-learning algorithm has been created, utilizing artificial intelligence for coal and gangue identification, top coal thickness detection, and coal quantity monitoring. ④A high-precision inertial navigation monitoring and control technology for intelligent fully mechanized caving faces has been developed, enabling real-time positioning, attitude monitoring, and action control for the shearer, hydraulic support, and scraper conveyor. An intelligent mine-integrated communication scheduling system and a remote-integrated control platform for fully mechanized caving have also been established. Those allow for the successful implementation of intelligent coal caving in remote one-button start mode. ⑤Advanced technologies such as ground-penetrating radar for top coal thickness detection, vibration-audio-hyperspectral for coal-gangue identification, and laser three-dimensional scanning for real-time coal caving monitoring are utilized in the 8222 Working Face of Tashan Mine. Intelligent coal caving decision software is applied in fully mechanized caving operations, leading to a control of errors within 10.71% for top coal thickness detection, 9.32% for mixed gangue rate, and 7.8% for coal caving amount. On average, each coal caving cycle now saves about 30 minutes, leading to intelligent and efficient coal caving operations with an annual output of 15 million tons. © 2024 China Coal Society. All rights reserved.",No,"The abstract discusses intelligent mining technologies and decision-making systems, but does not address capturing or retaining knowledge from individuals or organizations.",No,None identified,Yes,"The research has explored the geological information and physical characteristics of coal and gangue in the working face, along with full-cycle sensing elements of the top coal caving process. This has led to the development of a comprehensive sensing technology system, including real time detection of top coal thickness, accurate identification of coal and gangue, and dynamic measurement of coal flow, providing crucial data information support for decision making of intelligent coal top caving technology."
08c3f397-866e-4b84-beac-a4a6b4bbb39a,"Title：Text To Video Generation Using Natural Language Processing And Machine Learning Abstract：Press Reports in general have been published in text based format for a vast period of time, although the old way of publishing reports may have been effective initially, it has led to a decrease in audience engagement and attention span. The study offers a novel solution to the problem of users' attention spans getting shorter. Therefore, to retain user engagement and increase content quality, the proposed solution aims to create an automated system that uses press reports to generate dynamic video content. This technology improves user comprehension and engagement by utilizing audio-visual synthesis and natural language processing techniques. The models that are implemented have performed well during the Testing Phase by showing an average accuracy of 82 percentage from the NLP Large Language Models and 89 percentage from the Machine Learning Models and the outcomes reveal increased knowledge retention and user engagement. Finally, this study offers a novel method of communication by automatically converting press releases into videos for maximum viewer engagement.  © 2024 IEEE.",Yes,The abstract states the proposed system aims to 'retain user engagement' and the outcomes reveal 'increased knowledge retention'.,No,None identified,No,"The abstract discusses creating an automated system to generate dynamic video content from press reports to retain user engagement and increase content quality, but does not clearly discuss preserving, capturing, retaining, transferring, or preventing loss of knowledge from individuals, groups, or organizational environments."
60fc12ef-aa71-49c8-99a3-791829dcf0f7,"Title：Application Of Quantum Extreme Learning Machines For Qos Prediction Of Elevators’ Software In An Industrial Context Abstract：Quantum Extreme Learning Machine (QELM) is an emerging technique that utilizes quantum dynamics and an easy-training strategy to solve problems such as classification and regression efficiently. Although QELM has many potential benefits, its real-world applications remain limited. To this end, we present QELM’s industrial application in the context of elevators, by proposing an approach called QUELL. In QUELL, we use QELM for the waiting time prediction related to the scheduling software of elevators, with applications for software regression testing, elevator digital twins, and real-time performance prediction. The scheduling software is a classical software implemented by our industrial partner Orona, a globally recognized leader in elevator technology. We assess the performance of QUELL with four days of operational data of a real elevator installation with various feature sets and demonstrate that QUELL can efficiently predict waiting times, with prediction quality significantly better than that of classical ML models employed in a state-of-the-practice approach. Moreover, we show that the prediction quality of QUELL does not degrade when using fewer features. Based on our industrial application, we further provide insights into using QELM in other applications in Orona, and discuss how QELM could be applied to other industrial applications. © 2024 Copyright held by the owner/author(s).",No,"The abstract discusses using QELM for waiting time prediction, but does not explicitly discuss capturing or retaining knowledge from individuals or organizations.",No,None identified,Yes,"We use QELM for the waiting time prediction related to the scheduling software of elevators, with applications for software regression testing, elevator digital twins, and real-time performance prediction."
cfe20b0e-be45-4a04-bc51-ffb1aee9905e,"Title：Automatic Question Generation From Youtube Lectures Using Deep Learning Abstract：In this contemporary world full of information, online lecture videos are a big fountain of knowledge. Nevertheless, quizzes have to be developed based on these videos to make evaluation of knowledge acquisition much easier. The research describes a method for generating quizzes from online teaching videos that enhances self-learning through continuous assessment. Unlike existing approaches which are resource intensive and computationally demanding, we aim at providing a Video Question Generation model that is light weight and effective. We take advantage of state-of-the-art Natural Language Processing (NLP) technology to improve our model's flexibility and allow it to be fine-tuned using T5 transformers. Our system also generates various forms of 'Wh' questions such as who, when, where, what, which, why and how as well as Multiple Choice Questions (MCQs). Through this study we hope to give teachers and students alike a tool that can facilitate knowledge assessment and create an active learning environment. © 2024 IEEE.",Yes,"The abstract discusses generating quizzes from online teaching videos to enhance self-learning and knowledge assessment, which involves capturing knowledge from video content for retention.",No,None identified,No,"The abstract discusses a method for generating quizzes from online teaching videos using deep learning, focusing on enhancing self-learning through continuous assessment, not on knowledge capture or retention."
edd18b74-655a-4b8b-909f-1027f75eef16,"Title：Spider: Self-Driving Planners And Intelligent Decision-Making Engines With Reusability Abstract：The rapid development of self-driving technology owes much to the growth of open-source algorithms, which facilitate the rapid reproduction of existing solutions and foster innovation. However, in the realm of planning and decision-making, the diversity of technical approaches, e.g., rule-based and learning-based planners, often restricts knowledge sharing, as open-source algorithms typically cater to specific methodologies. Additionally, developing and testing a planner from scratch from scratch is still a very complex process involving multiple orthogonal steps. To address these challenges, this paper introduces SPIDER, a tool-chain designed to enhance knowledge sharing and reuse across different planning technology approaches. SPIDER offers a common and reusable suite of basic planning tools and supports the entire lifecycle of planner development, from initial design to deployment. Key features of SPIDER include the standardization of interfaces within the planning modules and the integration of foundational planning frameworks. The toolchain provides a variety of tools and modules commonly utilized by both rule-based and learning-based planners and establishes a data closed-loop engine that supports both imitation learning (IL) and reinforcement learning (RL). Additionally, SPIDER includes straightforward testing tools and interfaces, ensuring compatibility with mainstream simulators and datasets. The installation of SPIDER is streamlined, requiring only a single command, and allows for the rapid implementation and testing of planner examples with just a few lines of code. The unified interface framework of SPIDER also facilitates swift migration and deployment across diverse testing environments. SPIDER is open source and available at https://github.com/Thu-ADLab/SPIDER. © 2024 IEEE.",Yes,"The abstract discusses SPIDER, a tool-chain designed to enhance knowledge sharing and reuse across different planning technology approaches, implying capture and retention of knowledge.",No,None identified,No,"The abstract discusses the development of a tool-chain for enhancing knowledge sharing and reuse across different planning technology approaches, but does not explicitly mention capturing or retaining knowledge from individuals or organizations."
3cf6f501-d388-4aa9-94bd-8ce03eb42bbf,"Title：Concurrent Model-Based Approach For Cubesat Mission Design Abstract：The SPACE4YOU (SPace Activities and CompEtences for industrY bOost in bUsiness) project aims at enhancing existing skills, and realities, but also at creating novel ideas and stimulating technological transfer between the Academia, large system integrators, and small-medium enterprises. This project promotes collaboration and open knowledge sharing to accelerate the development of forthcoming space technologies and applications, providing a common environment and shared tools and methods for designing, simulating, developing, and testing new space systems. One of the research contributions resulted in a Concurrent Model-Based approach based on digital tools for designing and developing missions and services of micro and nanosatellites. This paper presents an innovative approach that combines the concurrent engineering paradigm with standardized calculation sheets linked to a CubeSat Technologies Database, facilitating the preliminary design process and enabling component selection based on applicable specifications and performance data of available technology. This combined concurrent design approach offers faster, more flexible, and transparent design management compared to traditional methods, simplifying the system design flow and the decision-making process in the early phases of a space mission project. This approach has been implemented and tested during several CubeSats projects, among them an in-orbit servicing cis-lunar mission and a CubeSat constellation around Bennu asteroid, emphasizing collaborative learning through concurrent design sessions, and encouraging both communication and resource sharing across different technical fields. The research team worked simultaneously tackling the various aspects of space mission design, from conceptual design up to subsystem sizing, supported by both standardized calculation sheets and CubeSat Technologies Database. The effectiveness of the new Concurrent Model-Based approach in achieving accurate and efficient results has been determined by assessing the design outcomes against appropriate figures of merit. Therefore, this work contributes to the development of best practices and tools in space technology and system management, exploiting the results and outcomes of an innovative approach to small satellite design for space exploration, and promoting lessons learned within the space engineering community. Copyright © 2024 by Ms. Emanuela La Bella.",Yes,"The abstract discusses open knowledge sharing and collaborative learning through concurrent design sessions, and the use of a CubeSat Technologies Database to facilitate design, implying knowledge capture and retention.",No,None identified,No,"The abstract discusses a Concurrent Model-Based approach for CubeSat mission design, focusing on collaboration and open knowledge sharing, but does not explicitly mention capturing or retaining knowledge from individuals or organizations."
102bc2f3-4cbe-4f84-abe5-92a78e718e00,"Title：The Webra Study: Opportunities And Challenges In Digital Patient Education From The Perspective Of Patients With Rheumatoid Arthritis: A Qualitative Study Abstract：Objective: To explore patients' perceptions of digital patient education (PE), and how this contributes to self-management of rheumatoid arthritis (RA). Methods: Individual interviews based on 'interpretive description' methodology. The patients were purposively selected from a randomized controlled trial that investigated the effects of digital PE. The analysis included a descriptive section, followed by the interpretation and extraction of the main messages. Results: Overall, participants had positive perceptions of the e-learning program. Advantages were flexibility, the possibility for repetition, entertainment, availability, and learning in familiar surroundings. Disadvantages were unmet relational support needs due to missing dialogue with health care providers (HCPs). For the majority, a need for insight into the condition led to an active approach to using e-learning. The e-learning program facilitated knowledge acquisition about RA, but relational support from HCPs and a positive attitude toward living with RA were also important for achieving self-management. Conclusion: Digital PE is useful for self-management support in RA, however different forms and combinations of PE must be offered in the future to accommodate various needs throughout the disease course. Practice implications: These results may inform future development and implementation of digital PE that adequately takes individual preferences for self-management support into account. © 2023 The Authors",No,"The abstract explores patients' perceptions of digital patient education and self-management, but does not explicitly discuss capturing or retaining knowledge from individuals or organizations.",Yes,"The e-learning program facilitated knowledge acquisition about RA, but relational support from HCPs and a positive attitude toward living with RA were also important for achieving self-management.",No,"The study explores patients' perceptions of digital patient education and its contribution to self-management of rheumatoid arthritis, without discussing capturing or retaining knowledge."
0f61f0c2-a29e-4c89-931f-7b5ea14c0f44,"Title：Conceptual Modeling To Advance Agrifood Cybersecurity Ontologies Abstract：Agriculture is central to the survival and comfort of the human race. In recent decades tremendous advances in the application of digital technologies increasingly enable significant efficiency, productivity, environmental sustainability and climate change resilience gains across the continuum of agrifood systems, including agricultural processes and the inputs they use, processing, product distribution, purveyance, knowledge and practice. Digital technologies now underpin new methods, practices, and equipment, altering the way we define and manage issues and indicators, meaningful metrics ranging across topics stretching from soil quality and agricultural practices, to food processing, to wholesaling/retailing, and transportation and warehousing logistics. The increasing ubiquity of digital agrifood technologies has brought a substantial expansion in the cybersecurity attack surface, in the range and kinds of cybersecurity vulnerabilities, and the magnitude of their potential consequences, which will continue to grow in the foreseeable future. As a step towards reducing the cyber risks to modern agrifood systems, this paper describes work to develop a conceptual model that will underpin a comprehensive agrifood cybersecurity ontology. This ontology would enable much smoother, structured information sharing between the agrifood and cybersecurity communities, and specifically support efficient data and knowledge sharing about cyber threats and defenses for the agrifood industries. This ontology will include systems actors/agents, the types of technologies they use and their prevalence across food systems, the cyber and social vulnerabilities associated with these actors and technologies, known and previously unseen attacks on the technologies, and best practices for preventing, detecting, mitigating and deterring cyber attacks. The approach for building this ontology includes bringing together cybersecurity and agriculture experts, applying Large Language Models, and integrating relevant existing ontologies and other structured vocabularies in the cybersecurity and agricultural spaces. At this point the team has constructed a preliminary conceptual model that can act as an initial guide for developing a formal ontology across digital local-to-global food systems. © 2024 Copyright for this paper by its authors.",Yes,"The abstract explicitly discusses developing a conceptual model for an agrifood cybersecurity ontology to enable 'structured information sharing' and 'efficient data and knowledge sharing about cyber threats and defenses', which involves capturing and retaining knowledge.",No,None identified,No,"The abstract discusses developing a conceptual model for agrifood cybersecurity ontologies to support efficient data and knowledge sharing, without discussing knowledge capture or retention."
6af1553b-bf49-4073-a7fa-f516e49c1080,"Title：Intelligent Health Management Platform For Aerospace Electronic Systems Abstract：With the increasing complexity and integration of electronic systems in spacecraft, the maintenance strategy for aerospace equipment electronic systems needs to evolve from simple state detection to comprehensive health management. The shift from traditional passive post-maintenance activities to proactive and predictive maintenance activities is essential to reduce the overall lifecycle costs of aerospace equipment. Artificial intelligence algorithms, particularly deep learning, have been widely applied in computer vision and natural language processing, achieving significant success in recent years. Data-driven deep learning methods can extract high-level semantic representations through multi-layer convolution architectures. As monitoring data grows, the potential for implementing new-generation artificial intelligence health management has emerged. The health management platform we have developed selects key representation parameters for electronic system failures and health states and samples, transmits, and stores these parameters with minimal increase in system complexity. Artificial intelligence can primarily address several aspects of spacecraft electronic systems. Firstly, anomaly detection focuses on determining the regular operation of electronic devices. Since anomalies typically do not have fixed patterns and occur infrequently, techniques such as autoencoders and generative adversarial networks are used to reconstruct normal working states to identify anomalies. Furthermore, since anomaly states are few and isolated, clustering techniques can identify high-dimensional anomaly points or intervals in complex scenarios. Secondly, fault diagnosis involves classifying fault patterns and identifying the causes of failures. By establishing deep neural network learning models, fault pattern classification can better identify the mapping relationship between vast data and health conditions, enhancing diagnostic capabilities. Knowledge graphs organize information such as design instructions, parameters, structures, and functional requirements of electronic systems into a structured semantic network, facilitating rapid fault localization. Fault tracing and reasoning strategies based on knowledge graphs guide automatic recovery and manual repair of electronic systems. Lastly, degradation trend prediction technology forecasts electronic systems’ degradation trends and remaining service life based on historical and current monitoring information through time-series deep networks. In electronic system degradation trend prediction, neural network models based on self-attention mechanisms, such as Transformer or its derivative models, extract temporal features through self-attention mechanisms from running state data as sequential inputs and then perform classification or regression predictions. Through continuous research and improvement, our aerospace electronic health management platform can provide more comprehensive and accurate analysis and prediction capabilities for the health management of electronic systems, contributing to the efficient and reliable operation of aerospace equipment. Copyright © 2024 by the International Astronautical Federation (IAF).",Yes,"The abstract discusses using knowledge graphs to organize information such as design instructions, parameters, structures, and functional requirements into a structured semantic network for fault localization, which involves capturing and retaining knowledge.",No,None identified,No,"The abstract discusses the development of an intelligent health management platform for aerospace electronic systems, focusing on anomaly detection, fault diagnosis, and degradation trend prediction, without discussing knowledge capture or retention."
ca83cf77-cc78-451d-a7f1-bbc439d87aef,"Title：Understanding The Adoption Of Generative Artificial Intelligence Within Communities Of Practice: A Cross-Practice, Machine Learning-Based Lexical Study Abstract：Communities of Practice (CoPs) groups share knowledge and expertise across disciplinary collectives and industrial sectors. This theoretical construct assumes learning occurs in and across societal contexts where individuals mutually engage in collective, symbolically shared repertoires. Of late, CoPs have been explored regarding the use of technology platforms to enhance learning and to extend symbolically collective learning activities. However, the extensive and recent saturation of Generative Artificial Intelligence (GenAI) calls for inquiry into how CoPs understand and adopt this ubiquitous technology discussion relative to shared repertoires. This is especially true given the lack of Human Computer Interaction (HCI) research into GenAI adoption at scale. The present study seeks to uncover how the prominent CoPs of Finance, Art, and Software Development understand GenAI as they discuss their technology adoption practices in online forums. Specifically, more than 2.1 million words of community discussion were examined lexically to reveal the manner by which varied CoPs generate shared repertoires for their community members. Findings indicate that types of practice disciplines relate to the lexical dialectics of Practice/Technology, People/Replacements, and Authenticity/Inauthenticity, as well as insightful discourses regarding what counts as work and adoption. A first for HCI, CoPs, and GenAI research, this study provides additional suggestions for future CoPs symbolically shared repertoires relative to new technologies, as well as how GenAI may be implicated in the adoption, work, and learning-based praxes of heterogeneous disciplinary communities. 'Where the artificiality of all that's being created, the lack of that 'spark' that makes an image, a design, even the concept for a product will become so sterile, so overly tasteless that a new culture of 'human generated content and products' will become, first a contra-culture, and then a possible rebirth of what really makes our creation unique: That the things we make as humans are our own and nurture us as a species.' 'It does not replace programmers, c'mon. It will make getting a job for those without prior experience much harder tho'. But generally speaking, it's just a tool.'  © 2024 IEEE.",No,"The abstract examines how communities of practice discuss and adopt GenAI, but does not discuss capturing or retaining knowledge from individuals or organizations.",Yes,"Communities of Practice (CoPs) groups share knowledge and expertise across disciplinary collectives and industrial sectors. This theoretical construct assumes learning occurs in and across societal contexts where individuals mutually engage in collective, symbolically shared repertoires.",No,"The abstract discusses how communities of practice understand and adopt generative artificial intelligence but does not clearly discuss preserving, capturing, retaining, transferring, or preventing loss of knowledge from individuals, groups, or organizational environments."
